 ,DA,SA,LL,TV,VEC
1e-05,1600,4400,10300,5600,1000
2e-05,900,1800,17600,4500,1200
3e-05,1500,1100,12100,4800,900
4e-05,1500,2400,9400,6500,1100
5e-05,2100,2500,13101,6100,1400
6e-05,2000,2700,17701,6100,2100
7e-05,2100,3300,11200,5300,1400
8e-05,1500,3000,15600,6300,1100
9e-05,1500,3200,4200,4800,1000
0.0001,1500,2801,19500,4700,1800
0.0002,2900,3200,2100,6400,1200
0.0003,1600,5000,14800,6100,900
0.0004,1800,4100,7100,6100,1100
0.0005,2400,3200,8900,4800,1000
0.0006,3200,2700,11300,6301,1000
0.0007,1700,4600,9600,6901,1300
0.0008,2501,3600,7100,4800,1100
0.0009,2400,3900,9900,6200,1100
0.001,2700,5900,8500,6900,1000
0.002,3400,3700,10101,6700,1600
0.003,4200,4300,12100,6400,1200
0.004,3300,4000,6100,6100,2200
0.005,3100,5000,15201,6900,1100
0.006,4000,4601,19500,6300,1000
0.007,3400,3400,13301,5400,1100
0.008,3000,5600,14801,6800,1500
0.009,2900,3700,5200,5800,1400
0.01,2600,2900,6100,5501,1200
0.02,2500,1600,10900,3800,900
0.03,3500,2900,6800,4400,1600
0.04,3100,3400,15400,4600,1100
0.05,2800,2500,13900,5100,1500
0.06,3700,3400,10500,4500,1100
