 ,DA,SA,LL,TV,VEC
1e-05,1500,6500,6500,5000,1300
2e-05,1200,3800,16900,6000,1401
3e-05,1400,3100,15600,4500,1100
4e-05,1800,3400,14000,4200,1300
5e-05,2700,1700,12000,5600,1300
6e-05,1800,2100,5100,4300,1200
7e-05,1600,2500,9300,5600,900
8e-05,2000,1800,12100,4800,1600
9e-05,1400,2200,14200,4500,1400
0.0001,1600,3300,8101,4300,1500
0.0002,2000,1800,6400,6400,1600
0.0003,1700,3400,7700,5600,1100
0.0004,1800,2801,11200,4100,900
0.0005,2000,3200,7200,4300,1100
0.0006,1501,1900,17600,5000,1600
0.0007,1200,4300,12600,3800,1300
0.0008,1800,3700,3900,4100,1300
0.0009,1700,4000,19001,4700,1700
0.001,1000,2000,15400,3700,1100
0.002,2000,2300,11200,4200,1400
0.003,2500,5600,4600,4500,1400
0.004,2100,4100,13801,4700,1400
0.005,1701,2200,5000,4300,1300
0.006,2800,4500,13601,4600,1600
0.007,1800,2100,11900,4300,1500
0.008,2600,3700,11001,4400,1900
0.009,4200,3100,17101,4400,1100
0.01,2700,3200,13200,5500,1000
0.02,2400,2200,6800,5100,1700
0.03,2300,3900,11300,4000,1301
0.04,2200,1200,7500,4300,1500
0.05,2800,1200,9900,4200,1100
0.06,2700,3200,18100,4900,1201
0.07,3400,2000,16900,3700,1200
0.08,2800,2100,12100,4300,1300
0.09,2600,3000,4700,3801,1500
0.1,3600,2500,2400,4801,1500
0.2,4100,2000,4401,4500,900
0.3,4400,3000,6701,3900,1500
0.4,3800,3400,5100,4100,1200
0.5,2900,1900,4700,4200,1500
0.6,2900,3600,19801,5600,1100
0.7,4400,2800,11900,5400,900
0.8,4700,4300,4300,4100,1500
0.9,4400,3100,4700,5500,1300
1,4400,1900,3400,3700,1500
