 ,DA,SA,LL,TV,VEC,CBT
1e-05,3600,279006,735914,2483348,123103,30917793
2e-05,5100,110302,723214,2300644,120502,31789511
3e-05,6400,113202,719914,2321644,130903,29428365
4e-05,7200,122402,768415,2306144,122402,32608626
5e-05,7800,109802,755914,2319044,122302,30946794
6e-05,8000,112202,875517,2319945,119802,31894112
7e-05,8400,123303,886917,2303744,117302,32405122
8e-05,11200,114102,742614,2305944,121703,31405703
9e-05,10201,113802,756314,2312544,119503,31818811
0.0001,9700,115603,766715,2309445,123002,31447903
0.0002,15701,117202,587811,2308544,118302,33188137
0.0003,14900,118003,582311,2301044,121702,31600407
0.0004,16500,110402,882017,2306345,119402,31052596
0.0005,14601,128502,692713,2302545,122602,33824849
0.0006,12600,116002,566111,2300944,128103,31005395
0.0007,16901,112302,568811,2318244,123303,33088735
0.0008,17000,113902,724214,2300644,117703,31406903
0.0009,20900,122503,569911,2392946,122503,36333897
0.001,21900,123103,702214,2311944,119702,32144817
0.002,33000,114503,601612,2303544,120303,29703670
0.003,27001,111702,891517,2316844,119703,32017617
0.004,34501,124502,580111,2300744,121802,31955716
0.005,40000,124103,896418,2300544,124703,32610028
0.006,38600,124103,872217,2440647,120502,31888115
0.007,35401,118002,846716,2301145,121502,33002136
0.008,37401,116402,859817,2449148,119602,32782531
0.009,45801,120602,571911,2310244,121902,31625710
0.01,41301,117702,782615,2295844,120903,29854575
0.02,67301,117102,721314,2312644,123502,34674865
0.03,80501,112103,1009719,2381145,123602,33026321
0.04,104202,120402,854816,2490847,117403,31267102
0.05,100302,117602,598612,2308345,121202,33704044
0.06,106402,119102,740514,2379945,123503,33411540
0.07,117403,117002,776314,2301044,124702,31122696
0.08,127802,112002,790615,2346245,124602,31079592
0.09,118903,125302,944518,2308245,133002,31724813
0.1,130903,113402,936318,2348245,120802,32038312
0.2,165503,129803,1235424,2334845,122102,32234715
0.3,157903,127602,1623331,2307944,125102,34181057
0.4,179203,127403,962119,2478848,119202,34532063
0.5,172303,130203,994719,2323345,123002,33965852
0.6,142703,123403,2253943,2312245,124802,32002613
0.7,138802,112103,2301444,2371645,124503,33902551
0.8,145002,119003,2500548,2308244,121402,31936011
0.9,167203,122902,1346026,2336144,118603,31869911
1,167403,118602,1959238,2300444,121302,32685526
