 ,DA,SA,LL,TV,VEC,CBT
1e-05,5400,112402,865016,2380845,121103,31922510
2e-05,5200,115802,736214,2298444,122402,30253878
3e-05,6100,115102,739814,2290244,121602,29199358
4e-05,6000,110803,827715,2300844,122302,31209297
5e-05,6100,114002,773015,2317545,118302,29270059
6e-05,4800,106602,843416,2295444,122302,29244259
7e-05,8300,114103,885917,2301944,119502,30693786
8e-05,9600,117502,737614,2298444,119502,30970692
9e-05,12600,118302,760415,2300344,119902,31535202
0.0001,13700,116003,876917,2302744,119802,30625985
0.0002,13400,120503,674313,2297644,119103,29875770
0.0003,15501,111102,874216,2297144,124002,30342080
0.0004,16500,116502,576511,2301044,128302,30964592
0.0005,17801,115802,866616,2300144,125203,30465082
0.0006,19800,116102,591012,2312345,125402,28303240
0.0007,16000,116503,578211,2315044,124303,31477501
0.0008,18400,124402,859917,2298144,118902,31273997
0.0009,20800,125503,878717,2302844,121402,32332918
0.001,17601,125602,615712,2314744,120902,31156995
0.002,26801,110502,862916,2319044,126803,32756826
0.003,36401,119202,588911,2313744,120902,33516441
0.004,39601,123002,601512,2316644,122702,30563384
0.005,38601,120702,600411,2315344,120803,33755846
0.006,45801,114802,769214,2312244,126402,31893111
0.007,38201,108302,926918,2303344,129003,31808108
0.008,44901,112402,639812,2299844,120902,30166578
0.009,53101,130203,604611,2300644,123703,32000912
0.01,31801,114902,667313,2291244,118202,34473459
0.02,71401,118702,599012,2304044,121402,31139387
0.03,87502,107902,939518,2310645,120002,32503930
0.04,69902,106102,603811,2311945,121402,29085458
0.05,84702,112002,625112,2321545,122302,32633926
0.06,105202,110002,646213,2291844,120502,34460765
0.07,122002,178404,925318,2302944,122103,31423103
0.08,130102,117703,1080522,2297045,123102,31082413
0.09,118003,119102,677713,2300844,123303,33471743
0.1,103802,109202,678713,2455347,122302,32486125
0.2,157203,127103,1037820,2309244,121902,32800431
0.3,127203,109802,1092521,2291444,120003,33761749
0.4,139502,117503,1047321,2301244,125603,33159336
0.5,130603,120002,1023519,2304644,126603,33047236
0.6,137203,122902,1086921,2335245,122002,32599727
0.7,153303,132403,1165422,2338745,127903,34474463
0.8,118702,105102,1212624,2389847,119703,32048026
0.9,125201,112201,1308917,2291129,122202,30899899
1,107002,109502,1439527,2296244,119902,31679804
