 ,DA,SA,LL,TV,VEC,CBT
1e-05,5000,274105,895918,2499847,120703,31126195
2e-05,5300,112402,864917,2308544,117503,31508402
3e-05,5800,109302,711314,2320244,122303,29421362
4e-05,4600,115002,864917,2322744,125803,32751926
5e-05,6400,112603,764014,2310644,120802,30882991
6e-05,8800,111602,717414,2314044,121803,31652105
7e-05,7400,112602,728014,2305944,121102,31149696
8e-05,8700,114402,723114,2309944,120602,31589604
9e-05,9500,111902,887917,2303944,123002,31894410
0.0001,6700,107802,729214,2302744,123503,31147695
0.0002,13001,120202,860616,2453847,133703,30569884
0.0003,16800,129803,565311,2314544,122702,33686744
0.0004,18301,114202,877817,2301044,121802,29719268
0.0005,21900,119102,760615,2304144,124602,31492802
0.0006,16100,115202,736615,2303944,119902,30471882
0.0007,15401,127302,577511,2317744,121103,32083213
0.0008,19800,118703,726214,2303744,122302,32695925
0.0009,17000,116502,606912,2298444,124203,30798888
0.001,19800,111602,874417,2302744,120902,32407120
0.002,23800,119202,851717,2320544,119703,32029812
0.003,28901,116702,721613,2346945,120903,31074694
0.004,31700,127903,566411,2308344,121802,31426701
0.005,31300,117203,826016,2318745,121502,34128652
0.006,33700,113902,720014,2301044,119502,35287375
0.007,39001,115702,850516,2316744,123002,32876029
0.008,37001,113602,848116,2306344,120703,32066813
0.009,39101,114002,665213,2305244,119602,28746349
0.01,50501,115502,744514,2312144,119602,31657805
0.02,56901,126503,584811,2328644,121303,32699426
0.03,69002,124302,593711,2327945,127902,32018012
0.04,89802,124002,737014,2317444,124402,32240817
0.05,111403,130402,938318,2490447,120503,30556184
0.06,107802,115102,729614,2315644,119703,31623404
0.07,126103,116102,934818,2313544,123302,32312518
0.08,114902,113302,948118,2387846,120402,31221997
0.09,122903,115902,642712,2453447,121302,34356257
0.1,123502,118303,822416,2308545,121902,28916352
0.2,146403,120302,744014,2395946,123602,32810924
0.3,170003,133803,872017,2308844,120302,34783765
0.4,190503,129203,1399227,2406646,120702,30607486
0.5,121202,114802,1202920,2303740,120102,32180553
0.6,139802,114603,2117741,2323545,122603,34011456
0.7,145603,122702,1137322,2317744,125902,33086233
0.8,145802,115203,1491629,2352645,122902,30059375
0.9,212904,112102,2214242,2319344,122402,36414594
1,160103,116702,2916656,2368246,123402,32683223
