 ,DA,SA,LL,TV,VEC,CBT
1e-05,5400,112702,894417,2368845,122503,29830065
2e-05,6400,123902,761115,2295343,123303,30802184
3e-05,5401,114602,747314,2303244,119002,28905448
4e-05,18600,117903,746014,2307744,121802,32231011
5e-05,8301,120202,758114,2294943,121802,31037989
6e-05,6900,119502,748715,2293744,119402,31355294
7e-05,5100,106703,857016,2293343,121303,30749683
8e-05,8500,118203,761814,2304844,120402,31457497
9e-05,7800,117102,773615,2310344,125602,32722020
0.0001,11000,111002,833716,2307143,123403,31288994
0.0002,13801,113102,762914,2496247,122002,29829366
0.0003,15100,114402,854017,2296744,121302,31144590
0.0004,15100,118702,572311,2301543,122002,31506297
0.0005,14100,118602,580512,2301344,123602,32207510
0.0006,17401,118702,573810,2306444,119902,32400715
0.0007,19001,115402,813615,2303343,119403,31928706
0.0008,16400,115703,575811,2305044,120702,30094270
0.0009,18400,108602,849116,2328844,120902,31984207
0.001,16901,116202,775514,2309644,122302,33321232
0.002,25101,117702,598611,2326744,190604,30537779
0.003,28402,130708,580633,2318034,125507,32958005
0.004,21801,105906,630837,2290233,118807,33253021
0.005,28701,116407,576934,2286532,124807,31702132
0.006,28902,109206,629036,2342136,117506,30788279
0.007,33302,112006,787946,2323534,121107,32206261
0.008,36402,107507,839148,2357537,119307,32791395
0.009,34402,110406,708041,2290132,118407,33526838
0.01,36602,111307,579133,2289833,124307,32115056
0.02,51302,116405,573221,2298284,125005,30555422
0.03,80702,128004,585518,2298469,123203,31556442
0.04,102102,116802,955618,2310744,124902,30564384
0.05,94102,117802,687813,2452847,123802,29929776
0.06,90202,105802,608912,2361746,121603,33768354
0.07,110603,115802,859916,2304243,126803,34206545
0.08,106602,129603,660813,2302944,113602,33309743
0.09,90402,104902,633612,2310145,116702,30433987
0.1,114802,111302,767115,2432046,123002,31526795
0.2,151403,127302,862317,2503848,124702,33013935
0.3,126703,114102,1495228,2338545,115902,34876370
0.4,140503,110602,1802234,2339845,121002,30223080
0.5,142603,109402,1990838,2304945,119902,30758489
0.6,147903,127602,1228324,2307445,122402,33089634
0.7,145502,130003,1145022,2300844,122702,32922732
0.8,153503,118502,1785034,2324645,123202,31677409
0.9,162403,130803,1491228,2316744,136903,33793748
1,175803,122102,1408327,2296244,125802,34555166
