 ,DA,SA,LL,TV,VEC,CBT
1e-05,3600,259205,855917,2487748,120302,30815991
2e-05,4200,121703,792315,2294544,122002,31094897
3e-05,5300,109902,741314,2294244,123203,27452327
4e-05,8300,113503,831216,2296744,119502,32106316
5e-05,7700,110502,832016,2305644,120202,30666789
6e-05,8500,111402,721714,2298544,121203,40762282
7e-05,8600,114502,764615,2306744,122503,30649488
8e-05,10300,114002,817516,3732471,121103,31238400
9e-05,8700,118502,787015,2303244,122003,33201837
0.0001,9000,119202,795316,2296644,128902,30783891
0.0002,13400,114702,862917,2310645,120102,34520262
0.0003,15200,118902,584412,2302144,120402,29544567
0.0004,16600,117903,585411,2302845,122002,35743686
0.0005,12400,118102,829816,2330145,120002,34106555
0.0006,12701,120402,567110,2318445,122802,27691432
0.0007,17900,118502,774315,2307344,127502,32529425
0.0008,20401,122602,808315,2296544,121802,29293963
0.0009,21301,124002,568411,7185838,120403,31872511
0.001,19501,122402,572511,2341945,119102,29701570
0.002,19001,117602,562810,2315945,121102,32440723
0.003,25800,112402,572511,2314444,120903,32113017
0.004,31001,113202,734714,2300544,119902,30458785
0.005,31601,118902,572611,2311644,121302,35014072
0.006,33501,123402,651913,2311445,121802,31311600
0.007,34201,117002,808015,2425846,122503,32427923
0.008,39101,119102,817115,2303244,118002,30451885
0.009,45701,112002,839816,2312644,121603,32816130
0.01,45501,110902,755014,2296444,119903,32872131
0.02,67701,120803,604512,2348645,134703,33484442
0.03,77202,117302,688013,3119160,118303,33797849
0.04,87002,115702,595611,2315145,124502,32686127
0.05,98002,115002,890217,2340745,121203,32524824
0.06,129703,129202,611512,2311844,121703,31900612
0.07,106602,112102,608612,2306644,118203,32852830
0.08,127002,113503,933418,2316245,124102,30434986
0.09,123303,113902,638612,2310445,119302,34756867
0.1,119303,119502,629612,2346545,125603,31945913
0.2,136803,126802,934318,2339445,124003,35355876
0.3,166405,130803,1493540,2319762,123003,33152386
0.4,159203,125202,950118,2468647,120502,32125409
0.5,141203,111102,2036439,2313444,130703,32590624
0.6,134403,119002,1078421,2456748,121402,31222799
0.7,158203,121102,2273244,2319845,123202,34433061
0.8,170803,127302,1223324,2363546,121902,32717225
0.9,149203,135802,1277525,2416747,121202,34327355
1,170103,116803,2824554,2319644,124702,29831970
