 ,DA,SA,LL,TV,VEC,CBT
1e-05,3700,276305,740114,2492147,122802,31020478
2e-05,5600,112302,879916,2308943,121002,31483588
3e-05,4400,114602,858216,2312043,118802,29335048
4e-05,6700,112402,706813,2306843,117102,32244102
5e-05,5000,111802,715814,2302343,123102,30922377
6e-05,15600,109902,715614,2369744,122402,31535288
7e-05,7800,113702,872116,2297142,119203,28790938
8e-05,6900,110002,854816,2295343,121502,29547651
9e-05,9900,120902,929718,2323444,122502,30886476
0.0001,17700,108702,749114,2299043,120803,32392504
0.0002,15601,116402,718313,2302843,121103,31749592
0.0003,16701,112602,1491727,2480346,120603,32454006
0.0004,14501,118202,576410,2305743,120002,32719211
0.0005,18300,118502,852316,2310943,120502,31053880
0.0006,17900,115602,577111,2305543,119403,33503025
0.0007,14500,117602,756615,2305143,117903,34182937
0.0008,17800,120402,854716,2327943,118302,33994835
0.0009,18200,120203,720413,2316543,118402,30573071
0.001,18301,113202,848315,2307443,117202,31055079
0.002,28900,116402,605412,2306244,120802,28352134
0.003,46201,120203,575210,2331444,123202,30515176
0.004,37401,117202,727513,2310644,122402,29201251
0.005,35800,108202,734414,2481647,119402,35524570
0.006,45301,114502,741314,2325944,121702,31674097
0.007,35100,112302,841116,2460846,120402,32379011
0.008,44001,110402,830615,2308543,118202,31412293
0.009,41200,118402,593211,2459347,125702,31761299
0.01,40501,115602,848916,2313844,119802,31323891
0.02,71801,113002,713113,2318042,122002,34513626
0.03,87202,125002,603811,2309543,123902,32343611
0.04,106202,132503,670612,2391845,123602,32223907
0.05,117002,119503,622712,2441046,123103,32051804
0.06,129203,129202,946118,2319544,122503,32188107
0.07,131202,116002,928118,2311444,121102,29102151
0.08,124202,113702,948118,2352544,125103,32069508
0.09,126102,120803,657212,2350545,120402,31657499
0.1,133702,119803,639612,2454047,122502,33420633
0.2,148403,111802,1016619,2345945,122402,33793442
0.3,151803,114302,1187723,2300043,119103,32428317
0.4,183103,130403,977519,2319845,122202,29409060
0.5,164003,126102,1014720,2308644,124203,33066631
0.6,126203,113802,1325325,2311744,122202,33720844
0.7,142203,113602,2367345,2412946,121102,28707748
0.8,145903,126602,1297625,2300544,119702,31573600
0.9,151502,128302,1296423,2359241,120402,32356763
1,149203,112302,2789754,2331644,120603,32860231
