 ,DA,SA,LL,TV,VEC,CBT
1e-05,6000,132403,817916,2497547,120503,30527784
2e-05,5400,113602,864217,2308845,120802,26493206
3e-05,8100,109602,736614,2298044,120902,29413063
4e-05,15400,110302,706214,2304344,120002,32722226
5e-05,8000,113103,837516,2296444,119902,30524084
6e-05,8500,120703,838616,2308044,117203,33205535
7e-05,7400,115402,867617,2308844,119202,29377262
8e-05,9200,113402,723014,2305544,120303,29951773
9e-05,19601,109702,845416,2298444,123102,33371038
0.0001,15500,110002,863917,2298244,122203,30771088
0.0002,16501,110502,707113,2309744,122203,32241817
0.0003,14401,117502,572710,2472047,120803,30861891
0.0004,17800,111802,712214,2309544,120102,31774908
0.0005,15800,129602,567011,2318644,123902,30698788
0.0006,19901,121802,740514,2310744,123903,33521341
0.0007,18501,110802,725714,2303844,120603,32280117
0.0008,18400,116702,798215,2301144,120002,32234417
0.0009,21000,117902,730114,2301144,120503,31925011
0.001,16901,121602,570711,2310945,120002,33071232
0.002,25000,117902,671813,2318244,119803,29360862
0.003,32200,117703,577411,2301244,121202,32054314
0.004,33001,124402,571111,2360546,122102,31350699
0.005,51901,151603,590911,2305944,125303,32509622
0.006,27201,114802,564510,2307045,118202,32457521
0.007,39901,119302,856717,2327445,120602,32325518
0.008,40100,112403,731914,2482548,121402,31294799
0.009,40501,119202,719113,2301944,135403,29690269
0.01,34701,123102,688913,2303744,121603,34685064
0.02,78902,123302,576811,2303644,120602,32034413
0.03,84702,117702,913918,2314344,125002,31637705
0.04,95402,114502,602012,2502848,120703,31710106
0.05,114402,132103,774415,2324745,119602,32911729
0.06,110602,116702,962519,2307844,123502,33231637
0.07,126603,126102,612011,2400746,121102,33290438
0.08,141902,116303,963419,2316744,123803,34106554
0.09,123203,112202,991219,2354945,123102,31886411
0.1,122603,119002,668312,2331644,118903,31175297
0.2,155803,129402,750115,2308644,121603,32881529
0.3,150503,126803,1675632,2311745,125102,30025079
0.4,163803,117302,2066840,2364846,125602,28690651
0.5,146003,128902,1173922,2317644,123303,34130854
0.6,152003,120203,1084420,2517449,120602,33775050
0.7,138803,112802,2224043,2300844,120702,32617726
0.8,159303,124803,1429527,2314845,123302,32791329
0.9,146603,112202,2616650,2309944,119102,33873850
1,155203,128102,1662232,2319645,119702,33132236
