 ,DA,SA,LL,TV,VEC,CBT
1e-05,4500,113602,858917,2297744,120103,31800813
2e-05,6800,112402,706214,2298045,122302,30901195
3e-05,3700,112002,739414,2306844,121202,27784136
4e-05,4800,113202,877517,2297145,120802,32348123
5e-05,7701,110502,771814,2311045,120902,30665391
6e-05,6800,113202,880517,2332445,117302,31654110
7e-05,7200,112902,867417,2299544,118802,30941196
8e-05,7300,111502,911118,2300644,120702,31289003
9e-05,9200,121102,840616,2309745,120002,32575128
0.0001,10201,113402,724814,2311445,121002,31678310
0.0002,9601,115302,750114,2307845,120302,29647871
0.0003,12900,120703,844616,2312645,125602,34051056
0.0004,15700,128303,573811,2303345,118902,29935377
0.0005,15700,122403,589311,2390346,119103,30024279
0.0006,16300,112802,771415,2305044,124502,31844314
0.0007,17500,121003,572811,2315445,122002,31875414
0.0008,18301,127502,581011,2329245,123102,31058399
0.0009,23801,115002,750614,2311545,124302,31612509
0.001,17800,122703,575811,2305244,119802,31107500
0.002,21001,122502,598811,2316845,122802,31603209
0.003,34501,115902,885617,2460248,120502,35891890
0.004,36501,126002,604011,2317544,124403,30152180
0.005,38501,114002,891617,2304444,121602,31560807
0.006,42301,126303,579311,2311345,118802,29332163
0.007,40901,127102,575911,2319044,120402,31654709
0.008,46901,117303,907917,2311345,134002,33738048
0.009,39901,115202,719014,2383146,123803,31841911
0.01,36301,128502,586511,2310444,124102,31780411
0.02,68201,112902,867017,2297545,121602,31777610
0.03,68701,119403,773015,2310845,120102,33672946
0.04,85301,114802,749515,2376646,121202,30591490
0.05,96502,118102,926318,2302544,119403,31610307
0.06,108402,118102,665412,2333745,121002,32821531
0.07,115202,116402,763615,2347645,120603,35016172
0.08,121402,127802,643113,2317745,120502,29960675
0.09,128303,135402,632512,2308244,119403,31768411
0.1,130702,116302,813716,2336345,121203,30876393
0.2,141602,126902,756015,2383746,126002,34169960
0.3,145403,123402,910818,2342145,118902,33784747
0.4,149503,118902,971418,2346045,121703,33068436
0.5,160503,120103,1468628,2330245,120802,32854832
0.6,125903,111602,2174742,2301345,119602,33659752
0.7,136903,119702,2396746,2375746,120402,33084336
0.8,139303,116202,2421546,2312944,119903,31765811
0.9,160303,120203,2654250,2352845,123102,32271518
1,193703,124503,2388446,2499548,124703,34141656
