 ,DA,SA,LL,TV,VEC,CBT
1e-05,4500,115502,842216,2478947,121903,31219095
2e-05,4500,110402,739815,2302644,121802,29415460
3e-05,4800,108702,716514,2295844,118702,29333558
4e-05,7100,115802,729014,2293843,131803,32447418
5e-05,5301,113702,713513,2297943,121103,30951790
6e-05,6200,131102,722314,2375045,122303,31702504
7e-05,6500,110202,743814,2332244,120503,31068892
8e-05,7300,110702,849816,2303444,117502,31352697
9e-05,10300,111002,734714,2302344,126802,33006229
0.0001,8200,115302,912917,2295944,122502,31867807
0.0002,10800,115302,735714,2316744,122603,30870188
0.0003,15900,119202,770715,2309444,122602,31559701
0.0004,18400,122302,719014,2310044,124903,31063491
0.0005,17400,116003,587211,2307543,122603,31322897
0.0006,20901,119402,860516,2312444,123502,31113193
0.0007,18201,116802,568710,2476347,120102,30908889
0.0008,16800,113602,859317,2311544,119002,32102711
0.0009,20301,122802,574811,2313944,121502,31837106
0.001,25000,130303,609712,2303944,123602,31146193
0.002,27300,125903,719314,2302644,132502,32877026
0.003,31601,113402,903017,2337944,122903,31426099
0.004,36701,117902,605711,2370545,121403,33178932
0.005,44301,118702,613011,2319745,120402,32404317
0.006,42101,113502,740614,2317145,127502,31755804
0.007,48501,127002,878017,2325245,124902,33824544
0.008,42401,117902,720213,2477347,123202,32537720
0.009,45201,114902,720114,2328445,118302,31720605
0.01,43501,117902,834116,2308044,121403,34877365
0.02,62401,122103,576111,2303243,122203,30564279
0.03,79601,114902,861317,2342845,120403,32140821
0.04,94301,120803,923318,2309745,121202,30647586
0.05,107902,129703,607311,2434347,124603,32669527
0.06,106002,111502,918517,2310844,119502,31413603
0.07,111802,116402,771015,2303544,124202,32942531
0.08,130703,149203,627812,2309644,119002,33760547
0.09,121803,116002,640412,2307344,120902,33350238
0.1,123702,122802,636513,2322644,123503,32940629
0.2,135503,112902,1285624,2356444,122602,32235910
0.3,166703,129603,861816,2304743,121903,29882469
0.4,187803,134203,1532030,2323645,125702,35916784
0.5,160403,112402,2001938,2324844,121903,32932227
0.6,135602,118003,1431428,2310044,120302,34715961
0.7,142502,112002,2383046,2317044,122103,33216635
0.8,158303,111202,1512029,2354145,120302,33690144
0.9,181004,132202,1540729,2319545,122102,31459002
1,160203,126503,1343125,2352145,121502,28388143
