 ,DA,SA,LL,TV,VEC,CBT
1e-05,5100,284705,785315,2488948,120502,30949892
2e-05,6800,116802,743514,2314444,122703,31723108
3e-05,5400,115702,899218,2301944,121203,29648867
4e-05,4100,113402,895617,2298544,121202,32334220
5e-05,3800,121403,871616,2299644,121603,30277480
6e-05,7600,117302,747915,2310144,122702,29766170
7e-05,6800,117702,741714,2312744,121202,31037295
8e-05,7700,115202,879817,2307144,122402,31545804
9e-05,8500,114202,856716,2296744,134603,32377820
0.0001,7300,121403,722614,2303244,121602,30298580
0.0002,9400,128303,570011,2336344,125603,29021056
0.0003,15700,119602,573211,2313743,121202,31928789
0.0004,18200,126302,678613,2299942,123402,29765150
0.0005,14300,120002,597511,2301443,122202,32270796
0.0006,12500,120402,563810,2307542,124102,30823270
0.0007,16400,119502,736214,2307543,122302,31501381
0.0008,17500,117502,846516,2300943,123302,33275714
0.0009,17100,117903,806915,2302543,120402,33766523
0.001,16800,120102,584611,2296043,138502,30979872
0.002,22101,116802,687412,2298243,120502,31564183
0.003,27200,108502,712013,2299042,122203,33994628
0.004,30100,114602,849116,2313242,118403,32733905
0.005,34901,120302,855716,2330143,119702,31365079
0.006,32200,116702,816515,2376144,119002,31389180
0.007,35000,124903,849516,2484746,121302,30362361
0.008,38701,122902,574211,2311845,126202,33841148
0.009,37300,119903,567111,2308245,120902,32428721
0.01,44401,125402,586211,2340544,120103,31490801
0.02,60000,116101,854809,2300922,120101,33356516
0.03,84802,128402,586810,2348643,117302,31168169
0.04,89402,124203,590515,2383859,118903,32669307
0.05,100402,123903,599012,2305147,124602,34947315
0.06,105703,118003,600515,2310760,124103,31490408
0.07,130803,113303,789019,2319456,123302,35116334
0.08,120602,124102,622212,2305045,122202,34052553
0.09,123803,123502,951718,2314744,121702,31533405
0.1,130602,116803,663713,2446847,121302,32935924
0.2,150302,116203,1317226,2359445,124203,32493626
0.3,156703,117203,1124221,2348345,124703,31818410
0.4,139602,122803,1145122,2357245,123203,34427161
0.5,123702,127302,1980338,2353745,118403,31659408
0.6,136202,120903,1489229,2310344,120803,30045776
0.7,151903,123103,1272324,2352045,120202,30306781
0.8,183503,134503,1266625,2367345,124203,30088381
0.9,141202,123503,1311325,2295045,136602,33613045
1,149503,112302,2819954,2318545,120602,33293939
