 ,DA,SA,LL,TV,VEC,CBT
1e-05,3900,275405,951818,2497048,118502,30879990
2e-05,5400,107002,721314,2305044,118902,31440201
3e-05,6000,107703,713613,2320544,126902,29321861
4e-05,4400,113303,720913,2304344,118802,32346518
5e-05,7801,114602,756814,2409246,120402,30771288
6e-05,6901,115602,947417,2314944,120302,30725278
7e-05,5400,116902,879717,2316944,128302,30000164
8e-05,8001,112502,890516,2305043,125402,36715991
9e-05,8901,130402,742714,2317544,123202,32965819
0.0001,11700,116403,896417,2303544,125502,31412590
0.0002,12400,115502,763114,2323444,129602,30994183
0.0003,17001,116002,935017,2305744,123002,31856599
0.0004,14400,120402,894817,2318444,134502,31437091
0.0005,18400,114702,877517,2316143,133203,30475073
0.0006,15200,114003,890717,2324044,131403,31959800
0.0007,16100,117803,802315,2311043,120003,30895281
0.0008,19400,121202,741514,2305643,120702,32426910
0.0009,20101,110902,870316,2303544,121802,30908081
0.001,22201,118702,571110,2309543,123503,31194487
0.002,31701,115302,723613,2311644,123202,31206687
0.003,35100,126703,586011,2494747,133802,31074985
0.004,35001,121402,740614,2304543,123403,27402915
0.005,38501,112302,859816,2302543,121302,30738778
0.006,43201,130102,583611,2313543,122202,34825755
0.007,39401,111602,852016,2309943,120602,32585813
0.008,53201,122902,570211,2295944,121102,32860617
0.009,38601,130402,573610,2297242,121202,33502006
0.01,36901,112602,700412,2368843,118002,33770611
0.02,69201,129103,577914,2327053,123003,34464082
0.03,73602,122103,732922,2317869,120104,32395470
0.04,88602,112003,746119,2335358,119803,32969011
0.05,96802,133103,890017,2378546,121702,32053412
0.06,103302,117002,778015,2336045,125802,32629426
0.07,120103,115802,971518,2318144,122002,32816723
0.08,123002,113302,927518,2314045,125502,32824229
0.09,119603,112502,986618,2313544,123203,31570398
0.1,142203,116602,1043020,2435747,126502,28384643
0.2,134602,122002,1289825,2306245,120002,32466321
0.3,157103,116903,1710032,2317444,122802,33793545
0.4,164103,126102,975619,2302444,132602,33182034
0.5,142603,118402,987119,2433547,121002,29378962
0.6,129303,112202,2221642,2312044,120503,33736045
0.7,134702,119403,1478828,2309844,119703,33641344
0.8,154703,113202,2513648,2318744,119002,34357157
0.9,147702,113203,2753453,2423347,123002,29181558
1,149103,109902,2820654,2353446,121602,34262455
