 ,DA,SA,LL,TV,VEC,CBT
1e-05,4800,260005,839416,2475247,120803,31128993
2e-05,5600,111103,629612,2294844,117702,31404498
3e-05,3700,106502,651112,2285243,117402,29159456
4e-05,3200,112902,602912,2292343,119703,31757105
5e-05,4100,108602,655513,2279943,122703,29938570
6e-05,5700,106202,596912,2298544,122002,31510600
7e-05,5700,111002,655512,2280844,129402,30710485
8e-05,6400,110202,662912,2295944,120602,30927289
9e-05,5000,111402,625912,2294444,122002,31198094
0.0001,6701,112002,662112,2284644,118602,31350797
0.0002,7500,118402,595411,2296943,119203,26378803
0.0003,9400,110402,564211,2290243,121103,29428261
0.0004,12900,109502,673113,2305444,119303,30840387
0.0005,12500,118902,589712,2289844,129102,30868087
0.0006,13000,138103,566111,2437146,124702,31406498
0.0007,15200,116803,786015,2288044,118502,31476199
0.0008,16300,113802,680813,2297844,122003,27957232
0.0009,14301,111002,566911,2295744,121802,31530600
0.001,19700,112002,563811,2293343,119603,33842745
0.002,17300,114203,623912,2444246,119603,30031772
0.003,29501,114002,715214,2297443,121903,27511324
0.004,34000,110102,573611,2360045,118202,31002791
0.005,33000,116402,570111,2298144,122102,32708923
0.006,35001,105302,585011,2314344,116002,29359659
0.007,29300,110802,737614,2313244,113103,30975290
0.008,29400,100702,582711,2278943,120602,31686904
0.009,40100,111303,598112,2289543,117803,29721166
0.01,47001,118802,584011,2301544,122102,31067996
0.02,71402,114802,594711,2346045,121702,32567621
0.03,84001,126903,625712,2305544,122003,28788853
0.04,91002,113802,628412,2297744,120703,31688406
0.05,114302,116303,652512,2477647,122003,31902409
0.06,120903,110702,1038120,2326144,123603,32286416
0.07,105902,112903,657412,2289744,124902,32839326
0.08,123003,127702,948318,2316444,123502,31542803
0.09,104402,110102,668913,2364045,116702,33767245
0.1,122802,111503,825215,2482047,117902,33026519
0.2,137702,119202,858617,2470747,121202,31358794
0.3,142703,111902,965819,2297344,122403,33190147
0.4,128202,108002,1151922,2286644,117402,31633304
0.5,117602,112402,1003419,2288843,121603,30942288
0.6,139902,129303,1117322,2304144,121202,32984131
0.7,140003,113502,1485828,2316444,130403,32174315
0.8,155503,115702,1211423,2299444,122402,32776425
0.9,146503,116802,1734733,2362145,123002,32363019
1,138103,124402,1800734,2291443,123903,31486897
