 ,DA,SA,LL,TV,VEC,CBT
1e-05,6200,124402,1008320,2508848,125203,30888893
2e-05,5800,120402,748814,2347846,124002,27737733
3e-05,5400,118002,896817,2376346,121302,33100236
4e-05,8500,115502,734814,2311344,122303,32718429
5e-05,6200,111802,872617,2312645,127402,29819573
6e-05,8301,116702,759914,2302844,119903,30907494
7e-05,6300,108302,733414,2295045,120402,32290820
8e-05,7400,109902,856817,2313745,118202,30931494
9e-05,6600,108602,841217,2305844,122203,31828211
0.0001,7800,109802,843116,2301844,130603,30995996
0.0002,14200,125703,892217,2310245,132002,33062335
0.0003,11700,116003,852016,2314644,119203,29590469
0.0004,15700,115902,586212,2322145,122502,33017034
0.0005,22400,152303,700814,2313744,118103,30351283
0.0006,14700,114003,845916,2309544,119002,32558126
0.0007,18900,114402,862217,2312344,120203,32277520
0.0008,18400,114302,874117,2301744,122802,31465205
0.0009,22300,119503,604612,2299444,123202,32258320
0.001,18400,122903,568311,2318444,122903,30593688
0.002,26900,120102,572511,2306344,122002,32540226
0.003,22100,126403,564011,2371546,120902,31425504
0.004,22401,110402,803815,2293844,119602,30738391
0.005,26901,123802,702813,2410546,123603,31529806
0.006,34201,113402,835916,2300445,120002,28488547
0.007,45401,125402,756715,2303744,120403,32957633
0.008,39301,132703,567010,2302044,120802,33054636
0.009,41701,124702,573411,2303744,120602,32193219
0.01,45601,112302,711014,2469848,119502,31303401
0.02,59401,116502,577712,2319344,123803,33072435
0.03,77501,118803,589511,2317344,123003,30699189
0.04,96701,128003,593412,2303544,124802,32817128
0.05,98602,125502,759214,2303144,120902,34196758
0.06,112002,121802,605912,2389546,120302,31508405
0.07,112803,118402,614611,2351745,119703,32218518
0.08,134303,113602,785215,2379746,120602,31898611
0.09,127903,130102,787315,2319545,119702,33366039
0.1,133202,123103,701514,2304844,122602,33021135
0.2,142502,115803,1313126,2464247,120903,32735332
0.3,147703,118403,970718,2364046,119102,34017654
0.4,133902,118703,1146123,3105462,119502,33993270
0.5,147103,141903,1047620,2405147,119702,34224058
0.6,140003,128602,1080420,2481148,123402,32622221
0.7,136802,113902,1350026,2313544,120002,33360340
0.8,142702,116303,1593331,2321945,126802,32845229
0.9,153903,109202,2085640,2301544,119003,33022133
1,143802,124803,2695652,2347445,122502,33517341
