 ,DA,SA,LL,TV,VEC,CBT
1e-05,4800,112302,867417,2303844,123202,32107012
2e-05,3900,112202,871317,2314444,124802,31561702
3e-05,3800,115702,865116,2316144,121602,29404661
4e-05,6800,113302,711913,2302444,121602,32646023
5e-05,8600,113302,749415,2308244,123002,31300397
6e-05,9200,112402,765815,2300044,123602,31788106
7e-05,6400,113102,864316,2308844,121603,31138994
8e-05,9400,110002,719714,2315144,124703,31472800
9e-05,7500,115302,875417,2310644,124503,33061130
0.0001,10001,113202,714713,2307744,122602,31536902
0.0002,13400,120603,868516,2305044,121502,29950672
0.0003,15901,120502,571511,2337745,122702,32759424
0.0004,19801,124002,879016,2315644,122702,30172976
0.0005,17801,126802,581811,2422546,121302,32201514
0.0006,18401,119202,574211,2306144,118902,32137113
0.0007,21801,115602,903917,2301344,120902,32402718
0.0008,23301,114502,897517,2304544,122902,31516901
0.0009,20300,114603,859316,2317844,123703,30183876
0.001,21700,113302,854817,2318244,121902,32610522
0.002,24000,123203,618412,2308544,124303,34510458
0.003,36400,130903,586912,2310444,123702,32982029
0.004,41200,120403,577011,2357945,121503,31501901
0.005,41500,120903,614112,2393645,122103,31587603
0.006,34101,116802,846616,2310744,118902,30980791
0.007,34301,108702,749014,2307244,118202,31339698
0.008,42500,111103,751415,2305744,120702,34307754
0.009,38001,112902,715213,2305744,119103,31094993
0.01,39601,121202,646112,2297344,120303,33201733
0.02,63502,123202,716413,2317944,121503,31912215
0.03,83802,119802,930118,2377046,125402,31646104
0.04,106502,117602,876717,2427846,122102,31094895
0.05,105502,109702,747414,2436647,119702,31882509
0.06,117802,111502,906218,2315145,125402,32688023
0.07,146803,123402,616112,2343245,124602,32926432
0.08,132302,108902,769915,2462947,122903,33401738
0.09,135802,126103,641413,2302344,121302,32732525
0.1,129302,117902,991319,2367045,125202,31489501
0.2,155803,135902,777915,2355445,120202,33407539
0.3,158803,113402,1185923,2317044,120602,32011913
0.4,157503,111702,1977037,2330744,117902,32661426
0.5,150403,111902,1951837,2390346,121802,35082971
0.6,142303,118802,1360626,2372646,121902,30159176
0.7,149503,115902,2397546,2466348,120702,33100931
0.8,149503,114102,1496829,2304145,120702,31458412
0.9,163504,124002,1285724,2472447,120703,35365774
1,156803,124703,2607748,2304943,121502,34455643
