 ,DA,SA,LL,TV,VEC,CBT
1e-05,9600,254905,773715,2482448,130102,32719028
2e-05,6400,128603,828716,2293945,123702,31433603
3e-05,6101,111002,860516,2295444,122103,29263662
4e-05,10100,123703,867617,2290344,121602,32239919
5e-05,13800,113703,878217,2309545,122102,29909774
6e-05,6200,114002,874817,2305844,123503,31341402
7e-05,9200,121902,741515,2306344,122903,32315420
8e-05,10700,114403,892317,2304944,121502,31130398
9e-05,5900,110602,861417,2302844,121703,32570025
0.0001,11000,114902,742015,2310344,121903,31563506
0.0002,19901,123102,787415,2306144,123602,28993057
0.0003,21501,112102,586611,2300444,137503,32440123
0.0004,15400,128703,571411,2296544,207104,30875293
0.0005,15800,122302,573311,2299244,132703,30556587
0.0006,21101,138302,751114,2294745,131802,28805153
0.0007,18600,129303,636712,2303844,124003,31123797
0.0008,19600,126603,593311,2378446,125902,32018814
0.0009,18801,115402,879517,2295544,127803,30642187
0.001,22701,126002,575711,2300045,124302,30808990
0.002,22301,122402,572611,2308445,126702,33050533
0.003,25200,117902,574211,2298844,122902,31267500
0.004,26101,117002,574611,2294244,120702,36205094
0.005,42101,110602,858916,2293144,121203,34224756
0.006,33901,115302,574511,2296744,119403,31934312
0.007,38600,115803,595512,2448947,121502,30344682
0.008,44001,108602,849316,2298945,118002,31925012
0.009,42601,115602,599512,2448547,122003,31597705
0.01,48001,116803,840116,2424547,116502,29228260
0.02,55901,110503,583411,2350946,121402,30527689
0.03,88801,119903,612512,2312744,121302,32573325
0.04,90102,118002,618612,2304144,124302,31200298
0.05,96002,118402,632912,2295544,114702,32780629
0.06,94102,117802,831816,2310245,118502,31545204
0.07,111702,118403,866017,2309845,120602,32695428
0.08,117002,108402,651512,2288744,116802,30883293
0.09,101002,118702,693414,2316144,116902,31656708
0.1,128603,120502,746214,2371745,121502,26929017
0.2,129303,114102,1451628,2323044,119203,30600786
0.3,126902,111402,940918,2295244,121302,33479542
0.4,112402,105902,919717,2325945,124202,31346001
0.5,122602,111602,1585830,2287744,116002,32205116
0.6,157403,112803,2231843,2443447,123002,35422283
0.7,171003,127903,1149722,2308444,122003,31066200
0.8,140003,117702,1232924,2298944,123903,31865418
0.9,118303,117002,1286525,2290245,121702,33121741
1,107702,113103,1334226,2298745,121502,32193522
