 ,DA,SA,LL,TV,VEC,CBT
1e-05,4600,265705,885617,2490648,124402,30917294
2e-05,5300,110302,737114,2306345,122502,31485304
3e-05,6000,111002,736114,2311244,120802,29304563
4e-05,7300,113402,859217,2312344,123003,29553667
5e-05,5200,110702,853017,2310744,123202,28123340
6e-05,5700,112002,863116,2315844,122502,32578326
7e-05,6600,111502,866217,2308245,130302,30572786
8e-05,8100,114003,746614,2302244,122903,31675608
9e-05,7000,113502,849117,2304744,124002,32827930
0.0001,8900,111902,862617,2315044,123903,30587087
0.0002,10600,129303,584011,2306344,121003,31513605
0.0003,16900,131702,591112,2311344,154003,31848511
0.0004,14400,118702,794716,2309044,122902,31519405
0.0005,18300,134103,834116,2314944,121002,30599488
0.0006,16700,122502,577212,2316745,123802,33946551
0.0007,17400,123303,579811,2309744,122803,29798072
0.0008,19800,122402,571911,2319245,121902,32358421
0.0009,18600,116202,854017,2305844,123002,30998595
0.001,22100,120103,594511,2319644,123903,28890755
0.002,27201,119602,577111,2307945,123203,33893849
0.003,32901,139403,658612,2315744,124703,33474642
0.004,37101,117202,581011,2315444,121702,33085635
0.005,35900,119603,770015,2307244,122503,31615106
0.006,40101,113102,600712,2303944,119402,32287319
0.007,46801,120403,582311,2305544,133502,32596725
0.008,41801,125202,734814,2467447,124003,31513404
0.009,36300,115003,866617,2421346,119702,30090077
0.01,47901,114003,860916,2304544,121502,31316801
0.02,69802,143802,601611,2316545,120702,33605347
0.03,81302,114102,878417,2309444,119503,32256319
0.04,94202,125402,611212,2355845,122502,32227119
0.05,104902,123002,796316,2315044,133603,33714947
0.06,112602,114902,971119,2314345,124302,30322280
0.07,131203,113502,958218,2315545,120602,31298700
0.08,140803,125302,999319,2316344,120903,29502066
0.09,133903,114802,989219,2320044,121803,33736647
0.1,122502,113502,662213,2307244,126403,32220117
0.2,142903,120602,759515,2313644,120402,31107696
0.3,150603,119102,1156222,2478048,116902,32934433
0.4,156703,120203,1305424,2315444,120902,34595658
0.5,149203,118002,1332126,2312844,122902,31434900
0.6,152703,112102,1450028,2481348,123002,33064331
0.7,145602,115703,2370445,2345344,121903,32148110
0.8,148203,113202,2491249,2311345,122302,32576434
0.9,145203,120102,2659450,2314144,123202,33294836
1,158203,114902,2974657,2309844,122802,33526041
