 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,25000,644812,9900,27000,1800
2e-05,500,7200,582810,19001,6000,1700
3e-05,500,29701,354306,19000,27201,1800
4e-05,600,8900,476908,11900,9001,2000
5e-05,600,32000,358406,12101,31500,1700
6e-05,700,3700,357007,12500,3000,1600
7e-05,700,11100,483308,10801,10700,1700
8e-05,1000,4400,358307,7100,1900,2000
9e-05,800,2800,357606,8800,2100,2500
0.0001,600,7000,358006,16900,7201,2800
0.0002,2900,32000,641612,24800,31001,2300
0.0003,700,21000,359106,15001,17600,2300
0.0004,2100,35501,552310,22600,32901,2000
0.0005,700,6700,356506,11600,6700,2500
0.0006,1000,41701,392007,3500,40800,1900
0.0007,600,11401,358806,10600,11700,2700
0.0008,2300,12401,361806,17200,7300,2100
0.0009,2700,1800,669712,5600,3400,3400
0.001,2600,25601,486008,7800,24201,1700
0.002,2800,18300,386107,11600,17200,1900
0.003,1700,21100,374007,13600,17701,2300
0.004,900,18301,365706,10401,18000,2300
0.005,1500,13501,545009,19701,14500,1400
0.006,1700,31001,614011,21500,32401,2000
0.007,2400,39401,364007,4000,40401,2000
0.008,1500,15400,382707,12200,14501,1900
0.009,2000,18201,584310,24501,17100,1300
0.01,2900,2100,555310,8101,3300,2300
0.02,2700,2100,587510,2000,1300,2500
0.03,2500,14301,379406,13201,11100,1500
0.04,4300,29301,409307,19501,26000,1500
0.05,1500,30601,379006,23601,24200,1800
0.06,2200,9400,621812,16900,8400,1900
0.07,3800,30201,426108,13400,20900,2900
0.08,2000,43801,506209,14900,42301,1600
0.09,1600,24400,412108,9200,18900,2000
0.1,1900,37501,695312,21001,30300,1700
0.2,3200,900,724613,4300,1300,2400
0.3,1800,12300,567510,21701,11500,1900
0.4,2800,19001,821214,20201,16300,2500
0.5,2100,11701,1131220,20900,10701,2000
0.6,1200,18800,621612,9500,15100,1400
0.7,3300,21100,1652930,15901,19100,2300
0.8,3800,31100,691113,3100,28400,1700
0.9,4001,9800,2205939,18901,10200,3200
1,1500,12900,850815,16400,12500,1800
