 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,700,700,600,200,1100
2e-05,500,200,2500,500,201,1400
3e-05,300,100,600,400,100,1000
4e-05,500,400,300,500,200,2200
5e-05,400,200,100,300,100,1000
6e-05,600,200,600,301,100,1800
7e-05,1100,200,700,300,0,1500
8e-05,300,100,500,300,0,800
9e-05,300,100,100,500,0,1200
0.0001,300,200,300,200,200,1000
0.0002,400,200,600,300,100,1000
0.0003,3600,400,1100,600,300,2100
0.0004,800,200,200,500,300,400
0.0005,1200,400,500,800,100,1300
0.0006,1400,100,700,500,200,1600
0.0007,1400,300,700,700,100,1400
0.0008,1000,300,1800,600,400,1400
0.0009,1800,200,400,400,0,2000
0.001,900,100,200,300,0,1800
0.002,1700,300,1200,1200,100,1800
0.003,1500,500,2000,1000,200,2500
0.004,2301,200,500,400,100,1700
0.005,1700,300,2100,600,0,1500
0.006,2000,700,700,600,200,1000
0.007,2200,300,500,300,0,900
0.008,1200,100,600,400,100,2000
0.009,2300,200,900,500,100,1200
0.01,1300,100,600,700,100,2300
0.02,1600,300,1700,500,100,1700
0.03,1400,200,1300,1100,100,1700
0.04,1500,400,600,700,300,1300
0.05,2200,400,400,500,300,1200
0.06,2200,400,1000,700,300,1900
0.07,1600,500,1000,300,200,1400
0.08,1300,100,900,600,100,1200
0.09,1600,200,700,1600,100,1200
0.1,1300,100,600,1000,100,1100
0.2,2600,1100,500,300,300,1400
0.3,2200,800,1100,700,400,1600
0.4,1601,100,1500,700,0,1600
0.5,1600,301,600,300,200,1900
0.6,1900,300,800,600,200,1600
0.7,1200,400,1300,400,100,1200
0.8,2400,300,1200,400,100,1900
0.9,2500,200,2500,600,200,1700
1,1800,300,200,500,100,1200
