 ,DA,SA,LL,TV,VEC
1e-05,700,9700,5665508,4700,10200
2e-05,1400,179704,5628007,31301,165503
3e-05,600,192803,5430604,25100,173003
4e-05,500,48601,5217200,8700,38501
5e-05,600,234005,4884193,27200,222304
6e-05,700,380407,4870593,27300,347307
7e-05,500,197804,4790791,42201,185203
8e-05,300,90102,4715289,12501,71801
9e-05,500,76701,4793991,24301,75801
0.0001,600,26401,5240499,13201,21800
0.0002,400,97502,5114798,21400,80702
0.0003,700,399007,4936294,14800,370108
0.0004,1100,23000,4711590,11300,18300
0.0005,600,400607,4655689,24000,380308
0.0006,600,182103,4654489,34200,162104
0.0007,900,198303,4664289,53701,185704
0.0008,500,69101,4824492,14500,61701
0.0009,800,241804,4917094,48801,227804
0.001,500,112202,5054196,16700,102002
0.002,600,284705,5153398,39201,273405
0.003,1300,228304,5163898,50601,219504
0.004,800,331706,5131398,35801,314006
0.005,600,347106,5126598,28001,331606
0.006,600,170003,5139898,28900,164404
0.007,500,47201,5049196,23400,44301
0.008,500,235705,4992795,36100,233805
0.009,800,215904,5492304,30201,184304
0.01,600,117802,5297201,11800,102602
0.02,500,38901,5183899,13800,39201
0.03,500,20301,5043296,10500,22100
0.04,600,151003,5050896,16100,155703
0.05,600,15801,5035696,5200,16800
0.06,500,37400,4940594,17301,38000
0.07,1200,237705,5106097,35901,236904
0.08,1300,143803,5406203,15200,157603
0.09,600,91502,5077496,20401,92801
0.1,900,331706,5123698,25300,340707
0.2,700,296906,5206299,30500,309106
0.3,3400,196904,5296101,39201,194804
0.4,5800,246204,5176399,31200,229405
0.5,3900,247605,5350503,42900,254005
0.6,1900,142703,4968095,40300,181104
0.7,3200,282906,5213997,22501,327306
0.8,1600,306506,5407903,26700,354107
0.9,2000,193403,5137098,21800,253805
1,2300,226405,5492104,21201,243804
