 ,DA,SA,LL,TV,VEC
1e-05,800,421108,5704009,7900,392908
2e-05,500,233604,5646308,57001,207504
3e-05,600,307906,5610408,43101,294605
4e-05,500,163704,5601207,37301,152503
5e-05,600,304806,5545407,30500,285906
6e-05,500,94602,5514606,32601,86301
7e-05,600,12500,5499706,13800,12600
8e-05,500,11000,5428604,17200,10801
9e-05,600,368207,5345503,35901,347906
0.0001,400,216704,5371903,59401,202304
0.0002,600,358807,5608708,35200,372208
0.0003,600,71302,5442204,22300,63201
0.0004,1000,313106,5386903,41901,298306
0.0005,500,74902,5332702,16000,64301
0.0006,600,198703,5296402,37001,188903
0.0007,500,23400,5286001,23301,22700
0.0008,500,11301,5295601,12100,9400
0.0009,500,131902,5220300,26201,118902
0.001,500,212404,5184100,31200,195204
0.002,1800,8600,5156299,5500,8200
0.003,500,234104,5193500,45000,242005
0.004,600,52601,5264300,21001,49101
0.005,600,1500,5176399,11400,2200
0.006,600,238705,5175399,49901,234604
0.007,600,216304,5223600,44901,201004
0.008,500,250405,5161699,39901,242404
0.009,500,208704,5347903,42401,245004
0.01,700,332206,5990315,36100,305106
0.02,600,212504,5271301,38000,223904
0.03,800,77501,5237701,15700,78602
0.04,800,197804,5251000,48901,195304
0.05,700,139103,5309501,17501,145503
0.06,700,292306,5194600,27900,296706
0.07,800,209004,5212800,40801,217204
0.08,900,232505,5479605,45701,221604
0.09,800,147303,5274201,25601,159403
0.1,1000,365307,5190099,24801,374607
0.2,1000,256305,5389503,35301,258205
0.3,3300,358707,5627408,30500,339107
0.4,3800,251105,5585907,46000,227405
0.5,2500,367007,4977095,27501,349806
0.6,2600,70102,4798591,36101,64001
0.7,4500,91802,5354802,21900,93602
0.8,1700,284006,5549306,34800,277506
0.9,2700,97802,5189699,26101,92402
1,1600,392508,5511405,15700,382708
