 ,DA,SA,LL,TV,VEC
1e-05,600,21400,5621906,8400,19401
2e-05,600,58901,5462803,14100,52901
3e-05,700,349507,5386501,11201,352706
4e-05,600,215604,5382701,31001,194604
5e-05,700,169203,5318701,22200,144803
6e-05,600,129803,5197498,24500,123503
7e-05,1100,12200,5759809,12500,12500
8e-05,1000,436408,5616806,12100,425408
9e-05,700,376407,5821410,26101,365506
0.0001,700,92602,5515504,21900,84802
0.0002,800,116802,5319000,14601,103702
0.0003,1100,248804,5779109,37601,234905
0.0004,1100,110602,5653507,17500,100702
0.0005,2900,300305,5698408,35201,296805
0.0006,1800,337306,5741708,32401,318606
0.0007,1600,289705,5643407,36101,273105
0.0008,2600,330306,5446203,36800,314906
0.0009,1400,369407,5673607,32401,343006
0.001,2600,169103,5490404,18000,149603
0.002,1600,62701,5486203,16601,57101
0.003,2100,50301,5723308,12600,43301
0.004,1900,85402,5419002,23100,77302
0.005,3400,201304,5480303,30401,180203
0.006,2200,189803,5558905,28801,167603
0.007,2000,250705,5419202,41901,228004
0.008,2900,373607,5443202,35301,386007
0.009,1600,336306,5309500,30001,304806
0.01,1600,212904,5147797,41300,204504
0.02,2700,325507,5446002,36701,296706
0.03,1400,375207,4933794,24900,345507
0.04,1800,43201,4522185,9900,55401
0.05,4101,157102,5424402,25101,155802
0.06,2000,379507,5488803,23901,384807
0.07,4200,289705,5583306,30401,294105
0.08,3700,103202,5405002,17900,103902
0.09,2800,295906,5388001,28201,292205
0.1,2000,45001,5158998,8300,44201
0.2,3800,119602,5672908,18500,118802
0.3,4300,80102,4452384,22400,71102
0.4,4400,3201,6061316,12600,3800
0.5,2400,60701,5592005,22000,54601
0.6,2000,59801,5033995,14900,58201
0.7,3200,111403,6104715,25400,108802
0.8,1800,374406,6822994,19000,430006
0.9,1700,351604,6610785,31300,363405
1,2300,336307,6863729,24100,358807
