 ,DA,SA,LL,TV,VEC
1e-05,1000,213403,5581369,34400,210903
2e-05,800,149001,5567370,21500,151402
3e-05,800,271903,5417968,44700,261204
4e-05,600,350904,5401067,34801,371804
5e-05,700,126002,5418467,29801,133001
6e-05,800,176702,5469668,46800,185503
7e-05,600,85501,5488468,24300,68901
8e-05,800,344904,5391167,33300,328304
9e-05,900,308704,5379766,45201,283004
0.0001,700,303303,5416568,42100,309004
0.0002,900,368505,5393667,23600,352005
0.0003,800,358604,5317866,29101,344504
0.0004,600,150502,5257765,38801,146502
0.0005,700,157202,5213364,21501,158402
0.0006,1100,147202,5146164,34100,147602
0.0007,800,64901,5586169,18700,68201
0.0008,1000,434005,5552769,31801,378904
0.0009,500,22000,5399467,18000,21201
0.001,400,45701,5389467,12400,45900
0.002,700,115401,5359967,19100,114001
0.003,800,158702,5215865,18601,158301
0.004,500,11100,5213265,18000,10300
0.005,600,34800,5180464,7400,32901
0.006,800,80901,5094163,21900,78401
0.007,900,317704,5020063,29900,308704
0.008,600,47201,5037663,13300,51600
0.009,700,58401,5130564,16300,53901
0.01,1200,69501,5057663,15800,72501
0.02,1100,86101,5192565,12600,87101
0.03,1000,41700,5553369,12200,46901
0.04,700,19000,5333466,11600,18501
0.05,900,384205,5418167,32401,376804
0.06,900,210003,5318666,37100,211703
0.07,700,151102,5215965,24600,138902
0.08,900,43801,5142664,13700,48600
0.09,900,304603,5191565,27200,326104
0.1,800,129502,5294466,23500,160302
0.2,1100,341705,5230565,36900,341004
0.3,3200,263203,5374369,40501,258503
0.4,3700,262005,5213498,44101,261905
0.5,2700,325306,5178798,30300,329507
0.6,2600,289406,5472303,27600,283606
0.7,2500,153303,5988813,24400,141403
0.8,1400,339707,6384920,18800,331007
0.9,2000,268705,6224817,26901,258504
1,1800,67401,4816691,23500,53801
