 ,DA,SA,LL,TV,VEC
1e-05,900,108302,6231529,27501,94702
2e-05,800,441809,6179628,19900,405009
3e-05,1100,296307,7149848,49001,263505
4e-05,1000,94302,6063226,24100,79202
5e-05,800,158803,6132527,26001,137603
6e-05,1000,20600,6061426,8900,17500
7e-05,600,421109,6073325,38701,374908
8e-05,500,404809,6032325,33800,391008
9e-05,700,179904,5950023,34601,153703
0.0001,700,48001,5677817,9700,32501
0.0002,701,163003,5965323,36001,149103
0.0003,600,456709,5762120,37000,390109
0.0004,600,357907,5970524,36700,353308
0.0005,701,120902,5896122,22700,109302
0.0006,700,10800,5795220,12401,9200
0.0007,600,288806,5884822,43601,284306
0.0008,700,324107,6062626,36200,288706
0.0009,700,166504,5948323,37701,150203
0.001,700,305306,5450813,48601,381908
0.002,600,11500,5769220,19500,11000
0.003,500,8800,5814821,8300,8500
0.004,700,344307,6930044,38201,303806
0.005,800,92302,5813520,14800,88202
0.006,700,218004,15988931,61502,4232787
0.007,800,338707,5927123,43901,328806
0.008,1600,389308,5963324,29101,345807
0.009,600,356308,5887522,29700,338007
0.01,700,4800,5809721,4700,5400
0.02,600,94002,5695318,20400,93002
0.03,1500,73402,5515614,14401,75001
0.04,800,363507,6022225,33901,360607
0.05,800,132303,5924023,21000,129403
0.06,900,156203,6038025,26601,141003
0.07,800,216005,5734419,39000,288506
0.08,700,189104,5637317,25901,186403
0.09,700,209204,5551615,44001,211504
0.1,900,322806,5650317,31101,393308
0.2,1200,156103,5930923,27701,151303
0.3,2800,180503,5284801,25101,178903
0.4,2600,200104,5063696,30701,198704
0.5,3300,87102,5306102,14200,86302
0.6,2000,130102,5324102,23400,118103
0.7,9600,126502,5698509,30401,143303
0.8,4300,284305,5694009,43701,285605
0.9,3401,116702,5559511,25500,118503
1,1700,153202,6002175,35100,149802
