 ,DA,SA,LL,TV,VEC
1e-05,1200,26401,5710109,10600,22500
2e-05,700,66702,5639607,21100,58601
3e-05,400,101002,5549206,28300,85202
4e-05,500,246104,5258100,34501,233504
5e-05,500,264105,5327301,52301,245205
6e-05,500,71301,5130098,18900,62101
7e-05,900,275805,5089297,45201,264105
8e-05,1400,266005,5408603,50101,256605
9e-05,800,377307,5283500,33801,346307
0.0001,700,297105,5204899,30201,267905
0.0002,1100,258405,5072696,35601,241705
0.0003,700,85202,5014195,15800,75002
0.0004,500,142803,4926393,30901,128902
0.0005,700,184504,4803891,44901,164903
0.0006,900,168303,4899093,29401,147903
0.0007,700,76801,4896193,12701,65501
0.0008,600,235304,4807991,42101,213804
0.0009,800,45701,4770590,16401,28200
0.001,700,47601,4792891,7400,39701
0.002,700,50801,4712690,14000,42301
0.003,700,279505,4674189,41300,274006
0.004,600,188104,4749190,49401,180103
0.005,700,172604,4730490,25700,163003
0.006,1100,362607,4836592,22200,359707
0.007,800,30600,4808992,10000,31100
0.008,700,149903,5458004,29500,128103
0.009,700,260005,5301501,34001,253504
0.01,800,191104,5053196,47601,178503
0.02,800,61201,5145798,21200,58901
0.03,800,389208,5434903,30601,380907
0.04,700,207804,5278200,38301,217604
0.05,1700,56501,5190099,21000,61701
0.06,1000,162303,5434803,23301,164803
0.07,800,153002,5421403,29301,178703
0.08,1300,30001,5340101,16601,32500
0.09,1500,343906,5327502,32500,361507
0.1,700,25201,5262400,14300,26900
0.2,900,283106,5370902,35700,295006
0.3,3100,132202,5890612,26200,108203
0.4,2900,257405,5228498,37501,252105
0.5,2200,130701,5278657,10501,111201
0.6,1900,341904,5516869,25501,330204
0.7,1600,381607,5421606,31000,366808
0.8,2600,278705,5771809,27001,265505
0.9,2600,385707,5717608,18401,380307
1,2400,372707,5418903,6800,383607
