 ,DA,SA,LL,TV,VEC
1e-05,700,283106,5991713,26201,275505
2e-05,700,387207,5794910,28901,351206
3e-05,600,404408,5879911,25600,373907
4e-05,1000,316806,6081715,37600,304206
5e-05,1400,69002,5917911,11300,60701
6e-05,700,120303,5855310,19001,215804
7e-05,1000,451908,6104516,22900,357807
8e-05,800,279305,5873111,38001,265505
9e-05,1800,251605,5999214,36300,245905
0.0001,700,190304,5794109,27501,190204
0.0002,2200,7100,6582425,11200,8000
0.0003,1100,212404,5728908,29501,189703
0.0004,1000,1100,5560605,4500,1400
0.0005,1300,312406,5940212,31201,304205
0.0006,1600,39600,6084415,8401,35700
0.0007,1200,341806,5894312,27400,467309
0.0008,1400,239105,6151216,34301,234304
0.0009,1200,245705,5697708,39800,365907
0.001,1500,448109,11363815,10700,674413
0.002,1700,76301,5634007,13300,68301
0.003,1800,150203,6075511,32700,143703
0.004,3200,17301,6325515,15900,14500
0.005,2900,8700,6282015,10300,8900
0.006,2600,173803,6408217,29000,178503
0.007,4800,281205,6321714,29200,274305
0.008,2300,54001,5681704,21000,50601
0.009,3200,199904,5580301,34701,200304
0.01,2200,169103,5621506,30801,169003
0.02,2500,189003,5613207,34700,186704
0.03,3200,218404,5525505,44301,205104
0.04,3600,281405,5520805,39700,264305
0.05,4000,340607,5757409,22300,497210
0.06,2300,157603,5055096,24100,148303
0.07,2200,376907,5480805,22500,384108
0.08,1800,134103,5408802,24501,141903
0.09,3700,97402,5554006,21700,108602
0.1,1800,326806,5567606,26900,330807
0.2,3600,194904,5233099,17001,200503
0.3,4400,175504,5714508,24901,173303
0.4,2700,236405,5788210,40200,235505
0.5,2000,108102,5702408,12100,107702
0.6,2100,323006,6206218,11200,310206
0.7,3700,189400,6710607,28800,187600
0.8,2400,96001,6278877,14000,93101
0.9,3900,40300,6858527,13300,39701
1,5600,291206,7406039,17001,251005
