 ,DA,SA,LL,TV,VEC
1e-05,700,374207,5605507,21601,366407
2e-05,1000,120302,5624807,26501,110402
3e-05,1000,174003,5587307,23800,170003
4e-05,500,44801,5364002,20401,39801
5e-05,1200,346807,5118397,35701,329806
6e-05,500,41101,4921794,10800,36101
7e-05,700,154603,4817392,29201,153902
8e-05,700,265405,4700890,36401,245604
9e-05,500,361307,4714790,21200,338507
0.0001,500,16300,4684590,14100,14500
0.0002,600,211605,4857192,53201,185804
0.0003,1000,118202,4722090,18201,111702
0.0004,600,82601,4716290,20201,79501
0.0005,900,97502,4700890,17100,110602
0.0006,500,8600,5321001,6400,8701
0.0007,600,397908,5198099,25800,372007
0.0008,800,372807,5013795,34701,358407
0.0009,800,216004,4945494,42501,207304
0.001,600,123103,4874593,20200,117002
0.002,600,256704,4963795,41801,252705
0.003,500,15700,4963595,8300,15700
0.004,600,102702,5033396,14800,95002
0.005,600,147503,4910094,24300,142203
0.006,500,104502,4860593,21700,104002
0.007,600,100302,4979595,26401,106502
0.008,600,3000,4912194,9900,3900
0.009,700,112902,4814492,16900,109002
0.01,500,12000,4752091,15600,10301
0.02,700,377707,4966695,27700,375908
0.03,800,107002,5384803,27700,103802
0.04,800,123403,5153298,25400,137603
0.05,800,38300,4966695,18900,41601
0.06,700,327407,4853692,31801,328706
0.07,800,221304,4791791,29901,239105
0.08,1200,271805,4863392,24901,294105
0.09,1500,204804,4900294,41201,216504
0.1,600,143402,5227100,23300,186304
0.2,800,184404,5185599,25400,189604
0.3,3700,295506,5356002,33001,281705
0.4,1800,266306,5726208,41901,248105
0.5,3100,254905,4992596,32000,261705
0.6,2700,95802,4663389,33101,101302
0.7,3700,363807,5731409,26701,385107
0.8,3100,204504,5366203,48301,195203
0.9,3400,323506,5207299,29601,316706
1,3000,175903,5630808,31501,203703
