 ,DA,SA,LL,TV,VEC
1e-05,1100,80502,5679507,18501,67801
2e-05,900,157603,5650107,28001,132902
3e-05,700,323306,5592506,24701,301506
4e-05,500,213104,5484804,37601,197904
5e-05,700,277405,5469304,30501,259404
6e-05,1100,308206,5558306,29800,278806
7e-05,800,211704,5411103,51201,188503
8e-05,1000,404908,5801610,27000,381608
9e-05,1000,196104,5709108,25701,171403
0.0001,800,398407,5535206,20500,366107
0.0002,2100,269005,5519005,36201,248105
0.0003,900,89702,5358002,21000,77402
0.0004,1000,63202,5627306,14701,55801
0.0005,1400,350207,5506304,30901,325406
0.0006,1300,70202,5546905,12800,63102
0.0007,1400,24200,5544205,14000,21401
0.0008,1400,339506,7240638,23800,332206
0.0009,1500,305306,8338458,38501,284505
0.001,1200,284805,5450404,39301,271305
0.002,1600,105702,5703308,14001,103601
0.003,3000,329006,5566405,23101,315906
0.004,3100,280805,5409302,26201,287005
0.005,1800,84002,5562405,19401,86701
0.006,1700,170803,5252500,36600,169404
0.007,5900,132202,5416703,31500,123403
0.008,1800,202504,5590006,41600,205004
0.009,1400,16000,4626088,9900,17300
0.01,2900,342107,5520804,29101,360206
0.02,2700,220404,6095116,33200,173404
0.03,3501,326006,5630506,24500,351607
0.04,3200,58702,5393902,13700,60701
0.05,2400,210404,5419603,44100,208304
0.06,2100,307205,5405803,39000,324007
0.07,2500,224504,5622906,48201,195104
0.08,3300,203504,5812810,41001,202604
0.09,3100,94502,5819210,20601,113802
0.1,1700,65101,5101797,11800,54701
0.2,2900,216904,6292219,19500,84402
0.3,1900,20300,5927612,13601,21000
0.4,1500,92602,5222199,16600,89902
0.5,3100,228605,5577705,40701,219504
0.6,2100,225104,6058515,41600,216605
0.7,2200,198704,5340201,51301,192604
0.8,3100,137303,5779809,20801,130602
0.9,2000,346404,6599685,30801,390105
1,3700,212904,7190434,38201,217804
