 ,DA,SA,LL,TV,VEC,CBT
1e-05,4400,102402,856515,2386443,116702,34144318
2e-05,3900,103002,873816,2296841,116302,31624072
3e-05,3700,105802,886716,2298542,117302,29089326
4e-05,6500,115703,758313,2303042,116502,32171182
5e-05,4800,107102,793314,2320142,118503,30656154
6e-05,8200,114302,764914,2314142,114802,31654272
7e-05,6200,111602,863916,3149457,106002,31444668
8e-05,8300,109702,792415,2305741,117303,31963478
9e-05,8800,113602,762513,2313042,115702,32318085
0.0001,13500,115102,738913,2305342,114202,31557271
0.0002,10700,128303,1169621,2311442,114102,31090862
0.0003,13600,113902,579411,2326642,118503,33318402
0.0004,12400,119102,574310,2302342,116302,31829776
0.0005,18101,116802,584510,2304942,115302,34561725
0.0006,14200,110302,568310,3484663,108902,29535635
0.0007,15501,118202,703912,2353143,114802,30564853
0.0008,19000,102802,873016,2300642,114102,31699573
0.0009,17500,110602,585111,2466745,116002,32004878
0.001,19900,114002,570610,2301041,116903,31885077
0.002,27300,110402,573110,2452545,116402,31508470
0.003,29700,118402,615811,2334742,119402,33821112
0.004,30901,125602,643011,2320942,118403,32408486
0.005,30600,103002,928517,2303441,115703,32839494
0.006,44101,113502,605511,2465045,117402,32569089
0.007,41301,113602,589610,2311942,116802,31867876
0.008,39901,114802,579710,2303341,114503,32676891
0.009,48601,125402,633011,2307541,113202,30612754
0.01,49601,116802,590211,2471245,117102,31674772
0.02,67901,117903,612811,2314342,113902,32863194
0.03,100102,99802,973117,2309142,117902,34323622
0.04,98401,110902,627612,2466844,117702,32053480
0.05,89801,107102,738314,2453244,113902,28242111
0.06,114103,117402,654311,2355042,112902,31489270
0.07,129503,111102,934516,2374443,115002,30881859
0.08,127902,111202,905017,2297641,116502,28807022
0.09,115703,117002,686412,2391344,114502,35131035
0.1,127903,105501,1140920,2321842,112202,29210329
0.2,137702,110202,1226123,2313142,117002,33037397
0.3,130902,122002,1200922,2358543,113702,32042979
0.4,148602,103602,1946836,2482945,119802,33061996
0.5,145502,116102,996612,2308330,117101,32690625
0.6,142803,100402,2116938,2433544,115302,32650385
0.7,156703,120902,1166421,2350542,114002,33290097
0.8,139603,105402,1215622,2472844,114902,37637075
0.9,149202,111402,1648430,2346242,117002,34306514
1,141502,111502,2743849,2305941,115202,31278161
