 ,DA,SA,LL,TV,VEC
1e-05,196709423
2e-05,187618592
3e-05,186966583
4e-05,178176957
5e-05,181406703
6e-05,178072856
7e-05,177482147
8e-05,191959956
9e-05,178781066
0.0001,176941239
0.0002,170690650
0.0003,186362874
0.0004,180487886
0.0005,191036937
0.0006,177565744
0.0007,175833519
0.0008,185108658
0.0009,182827825
0.001,180864797
0.002,183182522
0.003,180371086
0.004,179004268
0.005,180813000
0.006,178309890
0.007,182419317
0.008,186550619
0.009,180744429
0.01,181991363
0.02,179338571
0.03,179928583
0.04,179130468
0.05,168791418
0.06,170853854
0.07,171910155
0.08,188957523
0.09,182311811
0.1,177187441
0.2,170997596
0.3,174989116
