 ,DA,SA,LL,TV,VEC,CBT
1e-05,1000,4800,2700,4200,2600,19501
2e-05,800,1000,1200,4100,1400,24000
3e-05,600,500,1100,3100,300,26901
4e-05,800,400,1100,3000,200,38400
5e-05,900,1200,2600,3600,400,30400
6e-05,900,600,3100,3400,300,28700
7e-05,1200,600,2100,3100,600,19300
8e-05,1000,1400,3500,4200,400,31601
9e-05,1401,600,2300,3300,400,26700
0.0001,700,900,1400,3400,800,30201
0.0002,1500,1000,1700,3800,600,23601
0.0003,2300,1100,3100,3900,500,25701
0.0004,1600,1100,3000,3500,400,29601
0.0005,1200,600,1400,3700,400,27601
0.0006,1300,1100,1300,3400,500,21100
0.0007,1800,1000,2500,3200,900,24901
0.0008,1500,1000,2400,4200,1200,29700
0.0009,1700,1100,2000,3800,500,27800
0.001,1600,600,1200,3300,300,23500
0.002,2300,1600,2500,3200,600,28800
0.003,1100,1000,2100,3200,900,21501
0.004,1400,1200,1300,3600,500,27900
0.005,3400,2000,1500,4301,600,39400
0.006,2400,700,4200,3800,900,38201
0.007,2000,1100,1900,3500,300,25501
0.008,3300,1100,4900,3700,400,35901
0.009,5400,1001,1400,4900,400,27500
0.01,2400,800,2500,3400,900,22900
0.02,4800,1100,2400,3600,600,32600
0.03,4100,1300,2800,4700,300,35801
0.04,3400,1100,3900,3601,1000,26300
0.05,3200,1000,1501,4000,600,37800
0.06,4300,1100,3000,3500,500,28701
0.07,5600,1200,1600,4600,400,31801
0.08,4500,1501,2000,4000,600,42900
0.09,3700,800,4600,3300,400,30600
0.1,3800,1400,1700,3600,400,31801
0.2,5500,700,1700,3500,400,31900
0.3,5201,800,1500,3300,400,37300
0.4,5600,1400,6600,3900,500,28001
0.5,3500,600,2700,3300,300,24800
0.6,3900,1400,2800,3000,400,24501
0.7,4000,900,6300,3800,600,30801
0.8,6000,1200,7900,4000,500,31801
0.9,6200,1200,9200,4000,400,30501
1,5100,900,1800,3600,500,36601
