 ,DA,SA,LL,TV,VEC
1e-05,4801,277705,780914,2161840,112802
2e-05,2200,100302,536010,2002637,109002
3e-05,2700,111602,546010,2003037,109702
4e-05,1800,96201,499610,2011637,110402
5e-05,2500,111102,560511,2005237,110202
6e-05,3500,112902,552110,2003437,107102
7e-05,3100,125402,563610,2014938,108002
8e-05,3500,99702,499409,2014637,108702
9e-05,5700,101402,810915,2013337,110502
0.0001,3000,98402,568710,2016538,109702
0.0002,5000,121702,799515,2018337,111902
0.0003,7300,100501,818015,2010337,109602
0.0004,8200,113703,776314,2031438,112002
0.0005,9600,120203,740514,2023037,108202
0.0006,8600,98802,796515,3228960,200903
0.0007,7200,119402,771315,2017537,109302
0.0008,8901,99201,785514,2008637,110502
0.0009,5500,100702,764814,2007937,105702
0.001,6100,119302,711113,2032038,109002
0.002,8101,98501,811315,2008037,106302
0.003,8600,118503,781614,2020538,111602
0.004,8100,124802,772515,2024837,110302
0.005,12300,122203,760614,2038638,116002
0.006,9800,102002,809815,2021338,109602
0.007,12900,102102,786715,2031137,119503
0.008,13100,121603,773914,2020037,112503
0.009,12300,101002,795615,2033037,119102
0.01,12800,118402,821715,2019337,113502
0.02,15300,100002,808215,2010438,108602
0.03,44901,101502,798314,2008937,111302
0.04,59701,99802,852416,2009437,111302
0.05,50801,101502,857416,2039038,117002
0.06,45001,98701,845216,2041137,108902
0.07,53301,102002,818815,2021138,110002
0.08,57201,120202,780515,2020337,110402
0.09,56601,97302,841515,2030838,109902
0.1,59901,101602,830515,2011237,112502
0.2,68001,121202,770814,2033438,112702
0.3,77501,118303,806615,2032638,112102
0.4,64402,99001,862916,2029837,111002
0.5,76201,119503,854716,2046638,111302
0.6,52601,121202,862616,2010037,113402
0.7,59701,99401,926512,2035027,110301
0.8,55900,114602,892112,2041325,115702
0.9,66101,115201,898612,2042526,111102
1,65701,96602,938817,2026637,111502
