 ,DA,SA,LL,TV,VEC
1e-05,4800,313406,799714,2168639,115502
2e-05,5200,125402,764814,2044237,109902
3e-05,4800,120502,624711,2033737,110102
4e-05,3100,124602,634312,2038536,110002
5e-05,4200,119202,572011,2032936,107102
6e-05,2701,99701,503909,2018736,109202
7e-05,3900,122702,587111,2029636,111502
8e-05,3900,120202,627211,2016737,109002
9e-05,4600,119502,606711,2017636,112903
0.0001,5300,103402,812114,2011037,112502
0.0002,6200,124303,791614,2040137,107802
0.0003,6700,126602,815715,2043737,109302
0.0004,8100,123503,809914,2041137,109702
0.0005,6600,124603,793114,2056937,111702
0.0006,8800,103502,832915,2032236,109202
0.0007,7300,121003,792414,2020636,108402
0.0008,7300,125002,774214,2047937,110902
0.0009,8101,123402,820214,2044037,112402
0.001,6901,120902,816814,2042537,112602
0.002,6200,120303,803114,2023637,122602
0.003,7500,122502,807614,2021737,110902
0.004,9600,121302,814215,2017336,111102
0.005,11100,98902,807615,2021536,110802
0.006,14300,123803,766314,2013236,114102
0.007,13201,109802,850915,2077537,111702
0.008,23301,98801,831015,2019036,112402
0.009,12100,119002,776614,2035337,111402
0.01,10800,100302,865815,2010237,111002
0.02,17400,119303,772014,2030936,111402
0.03,59301,121802,803014,2015336,111502
0.04,55501,119702,829015,2036937,112702
0.05,46801,102002,870416,2040836,112102
0.06,50001,123202,803514,2052637,111802
0.07,58101,115002,806815,2029136,112502
0.08,67901,122503,810714,2048537,110302
0.09,61501,119003,788014,2037136,113502
0.1,84701,99202,936617,2031137,112502
0.2,68601,101102,936917,2036936,113902
0.3,50101,100302,867816,2009736,111402
0.4,65901,121302,817610,2011726,113901
0.5,83001,133103,874716,2029235,116603
0.6,63801,131602,948017,2051736,112002
0.7,73302,123402,961517,2034436,112502
0.8,60001,101702,974217,2034436,112602
0.9,60301,118802,945617,2035936,110602
1,60601,124603,1009318,2034636,115402
