 ,DA,SA,LL,TV,VEC
1e-05,5700,100901,830011,2014926,107201
2e-05,4400,120901,771110,2041526,108002
3e-05,5000,100201,575108,2006026,107201
4e-05,5300,120302,652308,2022026,107502
5e-05,6100,119902,592807,2079427,110501
6e-05,6300,123302,625508,2029726,109501
7e-05,4700,100102,519506,2016826,107902
8e-05,5700,120802,605707,2030727,111801
9e-05,8500,98701,818611,2013025,112902
0.0001,6800,118502,629808,2011926,107501
0.0002,5600,104502,821810,2037027,110101
0.0003,8501,125501,873411,2040926,112501
0.0004,6900,121102,763510,2028926,110001
0.0005,7400,114802,763110,2010526,110301
0.0006,8200,122101,764610,2012826,128602
0.0007,8100,122401,751510,2010526,110501
0.0008,8300,118702,773310,2030226,109401
0.0009,8001,123701,737709,2015526,111201
0.001,6800,101601,797810,2024426,109502
0.002,6500,124602,766110,2011426,110401
0.003,6000,124502,772210,2027826,113601
0.004,9600,119901,737209,2029726,107402
0.005,13500,120301,739009,2034526,117601
0.006,9700,123302,745609,2031425,110602
0.007,11800,123901,802610,2034126,114901
0.008,11601,115901,794309,2028826,110601
0.009,13700,117401,771110,2013625,143702
0.01,12000,124402,781610,2034025,112401
0.02,16400,101302,852511,2034126,116401
0.03,49101,98501,868011,2029826,112401
0.04,66001,122601,803311,2019325,112002
0.05,52100,123402,813511,2013825,113002
0.06,51601,119402,805810,2037227,114301
0.07,48501,100201,852711,2028926,113401
0.08,56101,117702,837911,2036526,113602
0.09,55400,124102,811411,2028126,110801
0.1,79101,131201,935712,2023825,115602
0.2,73202,121602,767914,2013536,113002
0.3,56901,119003,805214,2036637,114802
0.4,61501,122502,814315,2026137,114202
0.5,79802,98401,941517,2020937,113402
0.6,81601,99202,956118,2037837,111202
0.7,54701,120602,844915,2029537,112202
0.8,65801,123402,879016,2026037,135502
0.9,60301,98202,1006618,2029537,111502
1,60101,100202,1053219,2024037,110302
