 ,DA,SA,LL,TV,VEC
1e-05,6100,99402,808514,2027636,109602
2e-05,3400,117502,649112,2029436,110402
3e-05,4300,99302,808414,2017536,108902
4e-05,3100,99001,606611,2011436,111602
5e-05,5700,119003,613211,2020335,110702
6e-05,2600,100202,529509,2007536,106601
7e-05,3201,97101,502708,2014636,111402
8e-05,5900,97101,801315,2043536,108002
9e-05,3501,99401,597610,2008336,108402
0.0001,5200,118503,632911,2031836,107302
0.0002,5800,116402,791914,2029536,110702
0.0003,6100,121302,801014,2026436,110602
0.0004,7100,127303,891315,2054137,111502
0.0005,6800,119902,764514,2025036,109602
0.0006,6600,117902,831515,2022536,112402
0.0007,6800,122902,804815,2024535,109502
0.0008,8101,101101,786113,2032336,112002
0.0009,6000,133403,788514,2020336,109601
0.001,8300,120802,777714,2037636,111502
0.002,7501,121102,763613,2040936,110102
0.003,8500,117302,783714,2024836,117202
0.004,8800,123803,754413,2042436,109602
0.005,10500,123202,776914,2025036,109402
0.006,12500,126802,857815,2039036,112202
0.007,9900,97802,815215,2015335,112502
0.008,12800,118802,758413,2019536,111702
0.009,10500,126303,738613,2031036,112802
0.01,13300,99902,744713,2009036,109202
0.02,38500,119202,783914,2040436,111402
0.03,51901,120102,811914,2038336,112102
0.04,62601,119102,791014,2017236,112602
0.05,45500,119702,790114,2012836,109902
0.06,53801,98101,835915,2010936,113102
0.07,64601,121902,805614,2033836,114102
0.08,62401,122502,795214,2042636,114002
0.09,63701,114102,823815,2017636,110202
0.1,53601,123702,826214,2046237,112102
0.2,55301,120702,793714,2037336,111302
0.3,55701,99001,956317,2040636,113502
0.4,50801,99401,818415,2011735,121702
0.5,67001,122502,841115,2023036,110202
0.6,55101,100202,966417,2076336,111902
0.7,50401,122203,890515,2039337,113602
0.8,50500,119403,875216,2039336,115302
0.9,67601,117802,873416,2042736,114102
1,85602,117902,878915,2022936,113402
