 ,DA,SA,LL,TV,VEC
1e-05,3400,252504,789815,2143838,110802
2e-05,3400,113802,582310,2029236,108202
3e-05,2600,98202,504209,2002835,108102
4e-05,3200,111602,566511,2008135,105702
5e-05,2900,112702,543010,2009836,120202
6e-05,2900,114802,551910,2016236,105102
7e-05,3900,97902,802415,2010935,108702
8e-05,5300,100002,781214,2022036,108802
9e-05,4900,97201,801415,2008436,110402
0.0001,3400,113302,604411,2006036,112502
0.0002,8901,113702,801314,2012736,110002
0.0003,6000,99701,787415,2024636,107702
0.0004,8300,98902,789214,2046537,119702
0.0005,6000,99602,790614,2008936,109602
0.0006,6300,123002,740613,2018236,112002
0.0007,6500,131603,724813,2017736,111102
0.0008,7000,112802,749313,2056437,111402
0.0009,6900,102802,776814,2041836,108602
0.001,8000,100101,782014,2020836,112102
0.002,7601,113502,768213,2024236,122403
0.003,7800,102602,804215,2018336,111602
0.004,8100,122402,783414,2025736,109102
0.005,9800,120002,783614,2021536,109702
0.006,10400,118402,792414,2038737,110202
0.007,9100,101902,812915,2033936,109902
0.008,8100,126902,782414,2037036,109102
0.009,11301,116202,789214,2024036,111302
0.01,12200,99202,829215,2041736,110402
0.02,37900,100102,822115,2014736,112902
0.03,49901,121302,792414,2029036,112602
0.04,61701,102102,787114,2035036,110502
0.05,45801,117902,751613,2023336,110302
0.06,46300,118803,670912,2029037,110902
0.07,53301,119802,835015,2015436,116302
0.08,48601,118202,783914,2038937,118002
0.09,55201,96602,816315,2033236,109802
0.1,64001,117102,724813,2036637,110802
0.2,58801,114602,717013,2030636,112902
0.3,57401,100701,873516,2013636,114602
0.4,75401,98802,872916,2009935,111302
0.5,73101,96501,877811,2016626,122902
0.6,49901,99001,872715,2021036,112302
0.7,62201,132803,771413,2020536,110302
0.8,59801,121002,907016,2046036,112202
0.9,65101,119002,898316,2030436,111602
1,53601,117502,995517,2025436,110602
