 ,DA,SA,LL,TV,VEC
1e-05,4800,105002,820615,2036836,109202
2e-05,3600,119902,677213,2033636,112602
3e-05,4400,120502,669212,2033036,110202
4e-05,4500,118302,663012,2014136,109802
5e-05,4600,118602,636211,2016236,108502
6e-05,5300,120402,652812,2034836,110302
7e-05,4300,119902,691012,2034636,107902
8e-05,3100,98202,540609,2001936,107302
9e-05,6500,101102,816914,2030737,110202
0.0001,4500,101001,604911,2020636,108902
0.0002,6300,122302,790114,2042437,112602
0.0003,5100,117902,836315,2018236,112002
0.0004,6400,97002,835815,2017036,110502
0.0005,5100,121202,800215,2040436,111602
0.0006,6800,119703,850215,2018136,112402
0.0007,7401,119602,833714,2024537,109701
0.0008,6400,124102,810115,2041336,112902
0.0009,5600,120802,802015,2036636,113002
0.001,6100,121802,789214,2022237,110102
0.002,8001,98301,812914,2018436,108102
0.003,9000,101002,808415,2072037,110302
0.004,8900,103002,847916,2032036,113202
0.005,10800,128103,834115,2101837,113002
0.006,9600,136803,816315,2027536,109402
0.007,12201,99101,816814,2028936,109502
0.008,10200,98802,802014,2015336,112102
0.009,11000,98302,825015,2048637,109802
0.01,14300,98702,825815,2020536,109302
0.02,16100,119302,854115,2042237,111602
0.03,50001,126002,779514,2044537,114202
0.04,58801,120303,802714,2027636,112102
0.05,68001,118502,774314,2031536,111002
0.06,53201,123302,804115,2035836,110202
0.07,54501,120002,832215,2022736,117002
0.08,60201,121602,808914,2022436,110502
0.09,72401,123502,852616,2029936,110502
0.1,75401,99402,839515,2052737,114702
0.2,60002,99701,926716,2018936,132403
0.3,56501,118802,765314,2032536,112402
0.4,61601,97402,858615,2014636,107902
0.5,65200,118301,740810,2015225,112701
0.6,55501,118703,777614,2039539,115702
0.7,60101,100302,938117,2023236,109702
0.8,60401,97902,965317,2019936,119702
0.9,57001,122702,841515,2043336,111102
1,65301,120902,923716,2048736,109702
