 ,DA,SA,LL,TV,VEC
1e-05,6400,101802,800814,2015836,110302
2e-05,2700,100502,574110,2020536,114602
3e-05,7100,119502,739013,2043337,112002
4e-05,5300,120002,643512,2055936,110002
5e-05,4700,98202,519709,2027736,106902
6e-05,8800,103802,801914,2032337,110102
7e-05,7700,103502,803514,2032436,114702
8e-05,6000,102602,557910,2014736,112002
9e-05,5800,120602,602711,2023836,114402
0.0001,7600,119902,664112,2011136,113402
0.0002,7800,123502,751614,2047236,110002
0.0003,7500,101102,794314,2035536,113603
0.0004,7201,101801,804514,2029836,117002
0.0005,7801,101401,820714,2046737,109602
0.0006,7900,101702,816815,2045036,113502
0.0007,9600,125502,786814,2054436,114502
0.0008,8701,100701,788414,2030236,110002
0.0009,10600,98702,772914,2021536,109802
0.001,10001,127902,844815,2039036,110302
0.002,10000,122202,766713,2038137,110501
0.003,9100,123302,1067119,2016736,111902
0.004,10800,104002,812714,2014536,109902
0.005,11800,100502,795215,2010035,110902
0.006,9101,123902,808414,2020136,112802
0.007,10300,118202,800914,2032736,112102
0.008,11100,120103,775114,2038336,109702
0.009,9700,121702,755413,2015136,127802
0.01,13901,131602,830014,2023136,113002
0.02,34701,116202,800914,2028736,109302
0.03,57801,123302,792314,2019236,113502
0.04,58901,120603,801914,2039636,109502
0.05,52901,123102,818515,2019936,112802
0.06,62802,128402,920016,2057636,115003
0.07,49401,119802,808914,2020836,111802
0.08,57901,128602,770214,2022636,113102
0.09,69102,99601,878115,2022136,114402
0.1,64101,99302,849515,2044936,110202
0.2,62701,132402,841915,2022136,117602
0.3,61501,119802,793014,2018536,111402
0.4,52900,129403,769514,2018736,107302
0.5,52901,98802,869616,2010435,112302
0.6,63101,118302,835315,2034636,109802
0.7,56401,98802,963317,2010835,109902
0.8,61001,117902,890516,2037336,111502
0.9,58501,101402,1027818,2037937,112902
1,52701,100601,1000818,2015935,108402
