 ,DA,SA,LL,TV,VEC
1e-05,5500,294805,760014,2183339,117002
2e-05,5300,118402,651712,2014436,112802
3e-05,4900,99402,773014,2018036,109602
4e-05,3900,119702,644711,2035137,110002
5e-05,4600,99001,749014,2012936,112702
6e-05,3000,113102,595610,2025037,107202
7e-05,4700,99402,794414,2008536,111102
8e-05,3400,113002,585810,2019636,112402
9e-05,3600,114203,556410,2022136,108702
0.0001,3600,113302,583511,2027336,109402
0.0002,4500,114102,775214,2020536,124902
0.0003,7300,120902,766814,2033937,110402
0.0004,8300,127102,865516,2024936,111402
0.0005,6000,111302,773014,2030036,112002
0.0006,6100,118502,745914,2023536,110302
0.0007,7100,100202,789114,2019737,109601
0.0008,8300,114502,763914,2018636,106502
0.0009,8401,110701,781914,2017136,111202
0.001,7900,109802,756113,2029537,111502
0.002,7500,104102,832715,2019836,111902
0.003,5500,121103,781214,2033736,112302
0.004,7800,98602,810915,2014636,109002
0.005,8000,113202,784214,2035037,110302
0.006,7700,97602,789614,2007836,110002
0.007,9000,115902,781514,2014737,112402
0.008,11200,119402,758714,2017236,106202
0.009,10400,117102,760014,2037036,110102
0.01,14800,99202,763414,2027236,106302
0.02,19601,122302,768813,2031737,116802
0.03,47201,99302,836715,2028836,112102
0.04,60701,123303,807014,2017636,128403
0.05,48701,120802,773214,2090037,110102
0.06,50301,115902,796415,2039236,110302
0.07,60701,102601,826615,2012837,110302
0.08,61501,131102,765314,2011736,109702
0.09,53101,118902,779714,2045937,111102
0.1,49001,119002,821514,2036837,110102
0.2,61701,99802,911616,2027737,109502
0.3,61201,102302,865515,2026237,113102
0.4,63302,99001,844915,2042536,108002
0.5,71201,116202,847915,2021237,110702
0.6,57501,120802,746613,2020737,111402
0.7,64701,98602,951517,2011436,111502
0.8,64001,107902,840715,2014536,111802
0.9,67501,123602,917016,2046437,111802
1,66201,121102,886716,2037437,112002
