 ,DA,SA,LL,TV,VEC
1e-05,1400,200,2400,1200,200
2e-05,800,700,1700,1100,200
3e-05,700,300,2100,900,200
4e-05,600,100,2800,1300,100
5e-05,1401,800,3000,1100,200
6e-05,900,200,6301,900,200
7e-05,500,100,3400,1100,200
8e-05,800,300,1400,16600,200
9e-05,400,600,2100,1100,200
0.0001,400,400,3800,1000,100
0.0002,800,300,1300,1900,100
0.0003,1100,300,3200,800,200
0.0004,600,200,4300,1100,100
0.0005,600,300,3000,1000,300
0.0006,2100,300,3800,900,200
0.0007,1900,200,3400,1100,600
0.0008,1700,300,4100,1100,100
0.0009,1500,200,1400,1100,100
0.001,1200,600,2600,700,100
0.002,1600,700,2100,1000,100
0.003,1200,300,5700,1200,300
0.004,2200,600,3400,1900,400
0.005,1500,300,5900,900,200
0.006,3200,400,2500,1200,800
0.007,1700,1400,3700,1200,100
0.008,2500,200,2600,900,200
0.009,3200,300,4600,900,200
0.01,2200,301,3200,1100,100
0.02,1300,600,2600,1100,100
0.03,1900,300,4200,1200,100
0.04,1900,200,1700,800,100
0.05,2700,200,3500,1100,300
0.06,1800,200,3900,800,200
0.07,1600,400,2200,900,900
0.08,1700,600,2400,900,500
0.09,2300,200,1200,500,300
0.1,2600,200,1500,800,200
0.2,1900,400,5300,900,300
0.3,2300,400,1700,1200,400
0.4,2600,400,3700,900,400
0.5,1800,200,4400,1100,200
0.6,1500,500,6100,700,400
0.7,2400,200,1900,1200,100
0.8,2100,600,2900,800,100
0.9,2400,400,6900,1100,300
1,2700,200,1200,600,200
