 ,DA,SA,LL,TV,VEC
1e-05,1300,1400,6500,4200,1000
2e-05,1900,1400,4800,4100,1000
3e-05,1000,1000,4400,3500,1100
4e-05,1200,1100,5601,3800,1500
5e-05,1400,1400,5901,3900,1000
6e-05,1400,1600,2700,3900,1000
7e-05,1900,1600,3400,3900,900
8e-05,3200,1600,6700,4000,1200
9e-05,1400,2000,6500,4000,1900
0.0001,1500,1400,3500,4300,1400
0.0002,1500,1400,2600,3900,1100
0.0003,1400,1500,6700,4000,1401
0.0004,2500,1600,3500,3800,1000
0.0005,1600,2000,2300,4300,900
0.0006,1700,1400,4100,3700,1900
0.0007,2200,2500,6000,3600,1700
0.0008,2000,2700,2200,4400,1000
0.0009,1400,1600,6000,4100,2000
0.001,2100,1400,3500,4000,1000
0.002,2100,1400,6700,4100,1000
0.003,2100,2401,4300,5300,1300
0.004,2600,1400,5300,3900,1000
0.005,2000,1200,4600,4400,1200
0.006,1900,1600,5201,3600,1000
0.007,3000,1200,4900,4900,1100
0.008,2100,1300,5800,4300,1900
0.009,2200,1800,6500,4200,1800
0.01,2100,1700,7500,4100,900
0.02,2900,2100,6800,4800,1600
0.03,2100,1800,3500,4500,1100
0.04,3600,1400,6100,4300,2000
0.05,3200,2400,6500,4700,1000
0.06,3000,1900,4600,5000,1500
0.07,3800,1800,2000,4700,1500
0.08,4700,1700,7201,4200,1200
0.09,3401,2201,6101,4301,1600
0.1,2700,1800,3701,3700,1700
0.2,3300,1200,5600,4900,900
0.3,2800,1300,5600,4400,1000
0.4,3100,1900,6500,4401,1300
0.5,4400,1900,2900,4000,1000
0.6,3200,1500,6900,4000,1100
0.7,4200,1900,4100,4500,1000
0.8,3500,1600,5700,4300,1000
0.9,4000,1700,3800,4100,900
1,4300,1801,3300,3800,1000
