 ,DA,SA,LL,TV,VEC
1e-05,4700,5734082,9628338,24141545,6975000
2e-05,6400,4342662,9403635,23982242,6354491
3e-05,6300,4438264,9299533,23567436,6348791
4e-05,5700,4374562,9264233,22841826,6106687
5e-05,4600,4443464,9094830,23089530,6952199
6e-05,6700,4335862,9308333,22915828,7756311
7e-05,5100,5829784,9622937,22812726,6075087
8e-05,7300,8051615,9251133,23048729,6868798
9e-05,7200,4248560,9249333,23536936,7175602
0.0001,8000,4280461,9303033,22865627,7454106
0.0002,7900,4431163,9332234,23052329,6131488
0.0003,11300,4698867,9185231,22879427,6055986
0.0004,9301,4483064,9798440,24517850,6054586
0.0005,9300,5392878,10618051,22834727,6049686
0.0006,11000,4618566,9325633,23855141,7109102
0.0007,12300,4386163,9548137,22908727,6086987
0.0008,12700,4676767,9508036,24218546,6129288
0.0009,16600,4491765,9547036,22932928,6257089
0.001,17300,4556465,9463435,22852427,6231689
0.002,20500,4492264,8979929,22891027,6040286
0.003,19500,4540865,9238132,22903828,6019586
0.004,26101,4501464,9917741,22964729,6047086
0.005,29300,4671467,9570337,23139231,6097887
0.006,27700,4593166,9529337,22882927,6052986
0.007,32900,4635567,9624538,22868827,6074786
0.008,30301,4584565,9971742,32643367,6116387
0.009,38801,4731567,9713038,22984129,6765597
0.01,39301,4559165,9924041,22839027,6077287
0.02,49901,4604665,9570636,22972927,6079686
0.03,70001,4682767,9947041,23100729,6116487
0.04,87602,4505064,9317233,22934728,6401991
0.05,100902,4488764,8855226,22873125,6056586
0.06,116602,4597965,9312533,22904626,6045786
0.07,121201,4328162,9387234,23054630,6053286
0.08,131601,4693767,9471236,22954227,6125188
0.09,105601,4490565,8922328,22965828,6069286
0.1,113201,4445364,9295233,23076229,6075387
0.2,139802,4249260,9348933,22877327,6034886
0.3,150202,4661967,9352833,22968728,6058987
0.4,119302,4507864,9931342,22902027,6220189
0.5,131201,4744841,9835384,22938396,6027251
0.6,133602,4494965,11451666,23722644,6045887
0.7,136602,4154660,12030972,22911428,6084887
0.8,163802,4393462,12039672,22970326,6114387
0.9,139602,4747568,13039685,23019428,6057387
1,134602,4517165,12335576,22893226,6032787
