 ,DA,SA,LL,TV,VEC
1e-05,3300,4632666,6407491,29100,2052829
2e-05,3400,2997943,7168702,6500,313804
3e-05,2100,2004928,7038900,24901,207403
4e-05,2800,2457035,7115101,28800,262704
5e-05,4500,2556436,6342191,15300,700510
6e-05,2500,156403,6559593,10400,19200
7e-05,2100,2695138,6066286,28201,217303
8e-05,2000,1516621,5894584,42200,157503
9e-05,2700,2651638,5924384,14400,319705
0.0001,3300,1001514,6054486,24201,124401
0.0002,2300,143602,9995842,16000,17301
0.0003,3900,549008,6341490,15800,73201
0.0004,4800,1908028,8293017,27101,148702
0.0005,4800,1031914,6254189,23801,112201
0.0006,3800,3244246,6413491,22101,290604
0.0007,4200,2719039,6426591,17001,353005
0.0008,5000,2434934,6921799,13100,321504
0.0009,3500,2300233,8300118,20400,253004
0.001,4200,136602,6644394,16000,16701
0.002,4900,2700839,6140587,41001,286204
0.003,4300,3098344,6427591,35001,359805
0.004,2801,2604636,5870083,33300,264004
0.005,3800,1554922,6280189,26401,121301
0.006,4700,2099529,6382490,28500,206802
0.007,3300,650510,6684894,27401,80201
0.008,4100,312304,7086101,18500,45301
0.009,2600,538908,6739196,25300,64701
0.01,3500,399206,6740895,23901,52500
0.02,3300,913113,6816796,35001,124302
0.03,3500,1788225,6547393,38001,176702
0.04,3701,3207145,6616393,4700,398506
0.05,4900,526007,6310790,13300,59401
0.06,4100,2485535,5620980,31900,180103
0.07,2900,2946542,6357490,31100,349805
0.08,3000,2046129,6460192,36601,255703
0.09,5700,1709824,6432891,34301,216303
0.1,4600,208703,7878012,21600,27600
0.2,3000,2302133,6736196,27400,228803
0.3,3300,1753925,6693795,27400,162302
0.4,2700,1856926,6517691,35101,217703
0.5,2300,2915240,6341687,22001,320704
0.6,2900,2563236,7052598,18500,287804
0.7,4100,1821726,8050415,24700,183003
0.8,2200,780111,7682610,23300,89702
0.9,3100,2790540,9159330,40901,321604
1,1600,1770125,7983514,26700,126902
