 ,DA,SA,LL,TV,VEC
1e-05,1300,1300,3100,4500,900
2e-05,1000,1800,2800,4500,900
3e-05,1500,1600,5300,4500,1200
4e-05,1700,1400,5501,4100,1000
5e-05,1700,1400,2000,4200,1300
6e-05,1100,1200,3500,4400,1500
7e-05,1300,1600,5500,3800,2000
8e-05,1000,1700,5900,3900,1600
9e-05,1801,1300,4900,4600,1300
0.0001,1000,1200,5400,3800,1600
0.0002,1500,2000,3500,4300,1000
0.0003,1200,3100,3900,3700,1000
0.0004,1500,2300,6600,3900,1300
0.0005,1600,1700,2400,5100,1200
0.0006,1800,1300,7700,4200,900
0.0007,1700,1500,6300,3600,900
0.0008,1700,1500,3400,4500,1400
0.0009,2300,1600,4300,4400,1400
0.001,2900,2300,7300,4300,1300
0.002,1900,1500,3000,4000,1200
0.003,2400,1600,5600,4600,1600
0.004,3300,1801,7000,4600,1500
0.005,2000,1400,6400,4400,1400
0.006,2800,2100,2900,5801,1100
0.007,2300,2900,3000,4400,1100
0.008,3300,2000,4100,6000,1000
0.009,2200,1300,6100,4900,1600
0.01,5000,1700,4500,4600,1000
0.02,2700,1801,5500,4200,1600
0.03,2400,2200,5100,4100,1500
0.04,2900,1500,6301,3900,900
0.05,5000,1500,2100,4900,1600
0.06,4000,1700,1700,4700,1000
0.07,3200,2001,5800,4300,1200
0.08,3600,1500,2500,4800,1201
0.09,4300,1400,3000,4300,1000
0.1,3500,1300,5500,3800,1200
0.2,3400,1900,7201,4100,1400
0.3,4300,1700,2500,4600,1100
0.4,3600,1301,4800,3700,1100
0.5,3600,2700,6700,4600,1500
0.6,3000,1900,4200,4500,1100
0.7,4200,2400,6900,3800,1000
0.8,4000,1701,4900,4000,1900
0.9,3800,2100,5500,4100,901
1,2600,1500,4100,4000,1600
