 ,DA,SA,LL,TV,VEC
1e-05,600,300,2300,1100,0
2e-05,300,100,2700,1000,100
3e-05,500,300,3000,1100,300
4e-05,200,200,1800,900,100
5e-05,500,400,2100,1000,800
6e-05,300,200,3200,900,200
7e-05,1000,300,3800,1500,100
8e-05,700,300,3500,1000,500
9e-05,500,300,1500,800,400
0.0001,500,100,5600,900,100
0.0002,700,500,1300,1700,300
0.0003,800,100,2500,700,100
0.0004,800,100,2500,1000,0
0.0005,700,100,3100,1300,100
0.0006,1300,300,5600,1200,100
0.0007,1000,200,1700,1000,201
0.0008,1100,200,3900,1100,200
0.0009,1000,300,2000,1100,300
0.001,1200,200,4000,1100,100
0.002,1700,100,1100,900,100
0.003,1700,200,1000,1300,100
0.004,1701,200,4800,1200,200
0.005,1400,300,5400,1200,100
0.006,1600,100,5300,1200,100
0.007,2200,400,2500,1000,300
0.008,2100,200,2500,900,100
0.009,2600,600,2200,1000,200
0.01,1500,400,4300,1000,200
0.02,1900,300,1500,800,200
0.03,2601,200,2800,800,100
0.04,2000,100,5700,800,100
0.05,2300,400,3400,900,1300
0.06,2100,200,4600,700,200
0.07,2700,300,4300,900,200
0.08,2100,500,1300,1000,700
0.09,3000,300,700,700,300
0.1,2000,300,2800,600,100
0.2,2000,100,900,1000,300
0.3,1600,100,5400,600,100
0.4,2400,100,4000,1100,100
0.5,2300,200,5500,800,400
0.6,1800,100,1600,700,100
0.7,1700,100,6000,800,200
0.8,4000,200,7000,800,100
0.9,2100,100,3200,700,200
1,3500,200,2600,900,200
