 ,DA,SA,LL,TV,VEC
1e-05,1400,488607,6672295,15301,77101
2e-05,1900,748011,6830097,31700,116202
3e-05,1100,2227931,6434792,45601,317904
4e-05,1000,1334519,6452292,46700,196503
5e-05,1300,3098744,6929498,40101,324304
6e-05,1200,406406,8630523,14200,63801
7e-05,1300,1855326,6535193,46001,305804
8e-05,1200,1424421,6605794,39900,167603
9e-05,1900,116101,8771424,10600,23901
0.0001,901,92601,6478692,5700,13400
0.0002,1000,823612,6495492,22600,96102
0.0003,1400,1946927,10244046,41701,3613351
0.0004,1300,2204831,6639694,52901,283604
0.0005,1300,2512236,6248089,29800,352705
0.0006,1900,170602,7175202,14501,30900
0.0007,1800,1674324,6710096,48000,249504
0.0008,1700,2773739,6590594,47301,190402
0.0009,1700,1898627,6572494,44801,330604
0.001,4700,2226832,6653194,40201,280604
0.002,1900,1863027,6603193,58401,248104
0.003,2200,2469835,6724596,46101,317404
0.004,1600,2826340,7301804,23900,415306
0.005,1900,2065229,6549193,46001,267603
0.006,1600,841612,6725196,45000,130402
0.007,2100,755711,6648694,24500,118102
0.008,1500,862913,6629194,28600,117102
0.009,1900,5920784,9475434,9401,388505
0.01,1800,1701024,6418991,33001,182902
0.02,2800,818312,6584793,21601,115601
0.03,2501,2853740,7113701,10100,341905
0.04,3700,926213,6320090,18100,124002
0.05,2900,49201,6281089,16200,7201
0.06,4100,985414,6757196,25700,150202
0.07,4100,1738924,6035586,21901,244303
0.08,4001,2222231,6260989,25800,288004
0.09,2700,1958028,6370791,23800,219903
0.1,2900,2741139,5702181,18300,366505
0.2,2600,697010,6558893,25400,97202
0.3,2700,57101,6974299,6301,9200
0.4,2300,107701,6615795,4200,16100
0.5,2800,2478335,7445506,28901,350805
0.6,3200,505107,7177902,9201,68300
0.7,2300,605209,8067515,13100,79201
0.8,4900,843612,7976113,19101,122101
0.9,2500,1977728,8881327,44601,230703
1,2500,2270933,8598422,15700,274804
