 ,DA,SA,LL,TV,VEC
1e-05,700,500,4200,2700,1100
2e-05,500,500,6000,2500,1500
3e-05,600,400,5300,2500,1000
4e-05,400,500,2500,2200,900
5e-05,500,500,5200,2300,900
6e-05,600,400,4400,2900,900
7e-05,1100,400,3300,2900,800
8e-05,600,600,5600,2500,900
9e-05,600,500,4500,2300,900
0.0001,500,500,3500,2400,900
0.0002,700,500,5600,2400,1500
0.0003,700,600,3000,2700,600
0.0004,900,500,6000,2600,900
0.0005,700,400,3400,2300,600
0.0006,800,400,4800,3600,500
0.0007,900,500,3400,2400,900
0.0008,800,500,3900,2400,900
0.0009,700,800,4500,2900,1700
0.001,900,500,6600,2500,600
0.002,900,500,3700,2700,1000
0.003,900,500,6600,2500,500
0.004,1000,500,4400,2600,500
0.005,1000,500,6700,2700,500
0.006,1300,500,5500,3001,600
0.007,1100,1000,2300,3000,800
0.008,700,400,5700,2500,700
0.009,700,900,6500,2800,900
0.01,800,500,4401,2500,1000
0.02,800,800,2600,2800,1000
0.03,1000,500,4501,2200,500
0.04,900,400,6200,2100,501
0.05,900,700,2401,2100,900
0.06,800,500,3000,2000,900
0.07,900,400,5400,2300,600
0.08,800,700,3800,2300,1200
0.09,900,500,3700,2700,800
0.1,1200,1200,5200,2200,1600
0.2,900,500,4700,2000,900
0.3,1000,800,3400,2000,900
0.4,800,500,4700,2100,700
0.5,700,500,4300,2100,800
0.6,800,600,2100,2300,800
0.7,1200,500,2300,2300,700
0.8,1100,700,4100,2200,1000
0.9,1300,600,4000,2200,1100
1,1000,500,7500,3200,1000
