 ,DA,SA,LL,TV,VEC
1e-05,800,500,2200,2600,1400
2e-05,500,400,6700,2400,1300
3e-05,500,400,3700,2300,1500
4e-05,500,600,1800,2401,900
5e-05,400,500,2600,2700,900
6e-05,500,1100,4800,2400,1100
7e-05,600,800,2900,4100,500
8e-05,500,700,2700,3200,500
9e-05,600,500,4101,2400,800
0.0001,500,400,2700,2800,800
0.0002,600,500,1500,3000,900
0.0003,700,600,6100,2300,600
0.0004,700,500,5500,2500,600
0.0005,700,500,2200,2700,1000
0.0006,700,500,3800,2500,500
0.0007,500,500,4800,2300,1100
0.0008,700,600,2700,2400,600
0.0009,700,600,3000,3000,700
0.001,900,500,5300,2400,500
0.002,900,500,4400,2400,700
0.003,700,600,3900,2400,1100
0.004,700,400,1400,2900,700
0.005,700,400,5000,2200,800
0.006,600,700,5300,2300,500
0.007,800,500,2900,3400,600
0.008,700,400,4400,2200,700
0.009,600,500,5800,2300,700
0.01,700,400,3300,2300,900
0.02,900,1000,3800,2200,600
0.03,800,1100,4800,2201,500
0.04,900,600,2000,2901,1000
0.05,800,500,4700,2200,900
0.06,800,600,2900,2500,800
0.07,800,500,2600,2800,600
0.08,1000,700,6001,2300,700
0.09,1000,600,3000,2100,1800
0.1,900,500,6000,2400,1500
0.2,1000,500,6100,2300,800
0.3,900,700,4200,2600,1100
0.4,800,400,2400,2100,600
0.5,800,500,3900,2300,1200
0.6,800,400,5500,2300,600
0.7,1100,700,6300,2300,2100
0.8,900,1100,3200,2400,900
0.9,1000,600,6600,2100,600
1,1600,1400,7100,2400,600
