 ,DA,SA,LL,TV,VEC
1e-05,700,2408934,6132386,14500,234903
2e-05,700,2368334,6130586,37400,220903
3e-05,800,2117730,6150087,31500,240804
4e-05,900,2665638,6978998,27900,286004
5e-05,700,918213,6434990,22201,118601
6e-05,1000,1137016,6130286,24800,151702
7e-05,900,1774725,6125487,38800,208703
8e-05,1100,2698838,6043385,24501,341505
9e-05,900,759611,7761409,28800,125302
0.0001,1400,2321833,6104685,35001,329005
0.0002,700,748711,7228602,17900,110701
0.0003,1000,2197131,6072286,38100,251604
0.0004,1200,2212230,6089985,40701,282904
0.0005,1400,3917655,10944152,26300,363105
0.0006,901,32500,6405389,4900,6100
0.0007,2100,953514,6252787,27800,144002
0.0008,2701,2412733,6264287,30100,260404
0.0009,2600,1431720,6218787,23900,177102
0.001,1500,371106,6488390,11300,52801
0.002,1700,576508,6614692,18100,80701
0.003,1700,611609,6620492,26600,86402
0.004,1500,2644837,6210186,28700,347105
0.005,3100,1723024,6323988,48901,272203
0.006,1800,2114929,6275187,48201,258604
0.007,1600,1965329,6191689,39301,241103
0.008,1600,2290333,6358092,36300,303704
0.009,2000,1885227,7502709,40900,218403
0.01,1600,418806,6763397,15400,62301
0.02,2500,234404,6047591,15400,32101
0.03,1600,2677138,6472693,24500,360605
0.04,2800,681710,6715099,18401,100801
0.05,3100,2009829,6418793,33201,199902
0.06,1700,2365234,6385691,37201,271604
0.07,13900,1744425,6398191,41501,151902
0.08,2500,596409,6890499,20300,87501
0.09,2800,1034515,6678795,31201,155502
0.1,2900,1608523,6263689,30600,177703
0.2,2600,2156530,7142301,41901,180303
0.3,3200,1502421,7044400,37501,243203
0.4,2200,2898741,7168902,26300,375606
0.5,2200,1916727,6748096,41900,235004
0.6,3100,972914,7475106,23900,122802
0.7,2100,1540622,7116601,22800,162203
0.8,2800,869612,7886413,24400,118802
0.9,2300,2791540,8345020,27800,384006
1,4600,1734125,9284332,41601,193303
