 ,DA,SA,LL,TV,VEC
1e-05,1100,1963429,6495597,37501,217903
2e-05,900,846513,6635599,31001,120401
3e-05,700,374605,6699101,17600,61101
4e-05,1500,846812,6602599,25501,139302
5e-05,1000,2371835,6352896,20400,343905
6e-05,800,1106717,6381596,33200,166303
7e-05,1100,2377036,6501597,20301,344005
8e-05,1000,632909,6486997,25601,97501
9e-05,900,1130817,6285394,40501,168302
0.0001,1200,879113,6511597,23001,132302
0.0002,1100,634409,6510498,21400,99002
0.0003,2000,1627225,6489797,33900,189703
0.0004,1600,126902,6853203,16800,23800
0.0005,1600,428906,6850603,20200,55801
0.0006,2800,249804,7095206,14101,39000
0.0007,2100,2368036,7304709,21401,300804
0.0008,3000,501007,6891804,16100,75901
0.0009,2800,297105,7170507,12100,47401
0.001,2300,360305,6834803,17900,51901
0.002,3300,817713,6824602,29700,114902
0.003,2400,2343136,6595898,45501,294605
0.004,3000,1902329,6555998,48301,230303
0.005,1400,2502137,5781687,20300,357705
0.006,2000,2075931,6144592,44601,241703
0.007,1900,239204,6476500,12800,34100
0.008,1500,1506023,6173295,34201,114501
0.009,2400,2417637,6394299,38700,285505
0.01,2200,939814,6805805,33800,130303
0.02,3000,2690939,6635098,9300,345405
0.03,2400,1675623,6925895,42701,197703
0.04,2600,2464835,6842999,15500,368205
0.05,2700,940914,6930500,21300,128402
0.06,3800,1769725,6492693,27201,173502
0.07,3800,2174331,6572294,19100,332305
0.08,5500,2598534,6364883,14800,329805
0.09,3300,644209,6685296,25001,77401
0.1,4100,929614,6865998,29600,117902
0.2,3700,1529121,6555893,33801,206903
0.3,2700,267404,7077801,8100,38000
0.4,4300,879112,7143702,27000,100702
0.5,2800,1325719,6069986,46801,165302
0.6,2300,282204,6736796,17900,33201
0.7,2000,2781640,6713595,15101,322804
0.8,2900,2615944,7960832,12600,332306
0.9,2600,318705,8370816,9600,46801
1,3900,2062429,9152230,23601,232903
