 ,DA,SA,LL,TV,VEC
1e-05,4700,6219489,9410334,23781139,6838798
2e-05,5400,4362362,13249989,24724753,7042500
3e-05,6400,4435863,10394648,24656152,6043386
4e-05,6300,4356762,10117645,22890426,7764911
5e-05,7300,4174860,9365134,23703538,6087187
6e-05,7101,4302861,9230731,23764339,6853498
7e-05,7600,4315862,9418534,23898541,6059087
8e-05,7600,4394863,9263832,24730053,6105687
9e-05,6600,4335062,9502236,22880427,7844412
0.0001,8500,4365862,9442035,26816183,8688524
0.0002,8300,4570966,9433135,22887527,6031086
0.0003,10800,4531165,8868827,22959928,6055386
0.0004,11600,4537165,8809926,23352034,6364891
0.0005,9500,4325762,8522222,22939427,6754897
0.0006,12300,4447064,9628337,23046630,6030786
0.0007,11800,5235475,8682224,22986428,6029386
0.0008,13900,4620466,8672224,22837827,6065186
0.0009,14500,5710182,10190945,24807754,6054386
0.001,12300,4462564,9459335,23005629,6021586
0.002,20101,4493364,16216331,54332976,10394248
0.003,20600,4245761,8678724,23102930,6042187
0.004,24400,4571266,9630838,22923727,6084687
0.005,28601,4743967,9639537,22980229,6037886
0.006,26201,4238460,9548136,22879127,6059887
0.007,31100,4266061,9264333,22949227,6059487
0.008,37601,4558965,9264832,23206931,6204789
0.009,32001,4728467,8885326,23013329,6050286
0.01,40301,6369291,9153931,23123530,6107487
0.02,51001,4320361,9285533,23069129,6028187
0.03,72501,4764168,9041129,22965428,6056886
0.04,87301,4801969,9499035,22932528,6083987
0.05,98001,4485565,8926727,23177631,6034686
0.06,111302,4666867,9469435,22991728,6090587
0.07,124902,4645866,9341833,22921627,6105487
0.08,128302,4463863,9564236,22964227,6113987
0.09,100402,4609865,9457435,22925327,6078387
0.1,112001,4600866,9307533,22955528,6035186
0.2,127802,4593366,8728824,22948626,6014785
0.3,134002,4564560,9342921,22929899,6120480
0.4,141102,4548267,10394053,23069839,6044989
0.5,155202,4635667,10946856,23050030,6254189
0.6,131502,4381462,10572051,22872225,6066387
0.7,137902,4671167,12386876,23088429,6071487
0.8,143102,4763768,11859170,22898028,6066787
0.9,169403,4425663,13738095,22924627,6073987
1,168802,4552265,15155316,22883126,6075287
