 ,DA,SA,LL,TV,VEC
1e-05,1000,700,4700,3200,1100
2e-05,1200,500,3600,2501,1000
3e-05,600,500,6600,2400,500
4e-05,600,500,5000,2400,900
5e-05,800,500,3000,2900,600
6e-05,800,500,6600,2300,800
7e-05,800,500,6100,2600,1600
8e-05,900,600,3400,3000,700
9e-05,900,600,5300,2600,1700
0.0001,800,400,2800,2600,1000
0.0002,600,400,3300,2400,800
0.0003,500,700,5000,3100,900
0.0004,700,700,5700,3300,1100
0.0005,900,600,2800,2200,1400
0.0006,800,700,5200,2300,900
0.0007,900,1300,6600,2400,900
0.0008,900,500,6500,2300,900
0.0009,900,701,5000,2400,1500
0.001,700,800,1600,2800,500
0.002,1000,400,4200,2400,800
0.003,800,1200,3800,3501,700
0.004,1400,600,1700,2600,1100
0.005,1000,500,2600,2500,800
0.006,1000,600,4200,2600,500
0.007,901,600,3600,2600,900
0.008,900,700,1700,3000,1000
0.009,1000,500,2700,2400,700
0.01,1000,500,6601,3800,1000
0.02,1100,800,3600,2400,1000
0.03,1100,600,6401,3100,600
0.04,900,500,2900,2700,500
0.05,900,600,6400,2400,1000
0.06,1000,1500,2600,4700,1000
0.07,1100,900,2800,2200,500
0.08,1200,600,2900,2500,700
0.09,800,400,3000,2000,800
0.1,900,500,3200,3200,800
0.2,900,700,4100,2900,1100
0.3,1200,500,6600,3100,800
0.4,1000,800,2700,2000,1100
0.5,1000,600,6901,2200,700
0.6,1200,600,5100,2700,1000
0.7,1100,500,2500,2200,600
0.8,1100,500,6900,2600,600
0.9,1100,500,6801,2400,700
1,900,500,5500,3100,900
