 ,DA,SA,LL,TV,VEC
1e-05,3600,4809168,6480693,19500,2046229
2e-05,2200,977014,6539593,38101,138902
3e-05,2200,2258733,6101186,24301,287604
4e-05,2200,2824040,6087586,18701,288404
5e-05,2200,335605,6152088,23400,37601
6e-05,2800,2362433,5970885,24201,289604
7e-05,2000,2562436,6119187,16101,325404
8e-05,2500,350005,6292089,13200,42401
9e-05,2300,2168231,5832583,29600,248304
0.0001,4200,1712824,7215503,37201,158802
0.0002,3700,3918256,6299289,4401,289904
0.0003,2500,1637223,6683595,39201,155302
0.0004,3100,3030143,6063386,7301,314804
0.0005,3200,938713,6556094,22300,99501
0.0006,2800,2923242,6911598,8400,325405
0.0007,4700,2844940,6240189,13900,286804
0.0008,3400,1994129,6273389,37201,197202
0.0009,2800,1296218,6090187,29800,109302
0.001,3900,3088244,7132702,12400,329905
0.002,3200,1419520,6104387,29801,99001
0.003,3400,1880127,6094386,22901,164402
0.004,4200,1119516,6291690,28901,125901
0.005,4300,1687925,6228388,33701,137002
0.006,3600,241203,6459992,20501,31700
0.007,4900,1982928,6358590,28001,180902
0.008,4401,320004,6711295,24001,39000
0.009,4500,887113,6641195,40500,118002
0.01,3800,375806,6398891,23600,48201
0.02,5000,2217031,6327690,30901,217403
0.03,4200,2240332,6251389,23900,226103
0.04,4400,2683638,6215988,23101,290804
0.05,3701,2732538,5770481,24701,302804
0.06,5400,2777339,6477792,17601,368105
0.07,4000,2155931,6291290,19900,239703
0.08,2501,1362719,6169787,26301,178602
0.09,3300,2493036,6245689,27200,268204
0.1,2400,2563337,6033886,25500,250404
0.2,3700,2689838,6204389,12300,275204
0.3,3000,1146416,6580094,23101,126801
0.4,2400,1937027,6698296,22401,152202
0.5,2200,641809,8211118,17600,86201
0.6,2000,3114844,7639309,5000,358306
0.7,3301,2499135,8587722,21600,303405
0.8,2400,5800,8816225,7000,1600
0.9,3700,2707539,8326219,36000,222704
1,2400,2134834,8839542,39801,237304
