 ,DA,SA,LL,TV,VEC
1e-05,1700,1600,5500,6100,1100
2e-05,1100,1400,2800,4600,1100
3e-05,1900,2000,3300,4500,1700
4e-05,1300,1800,5800,3900,1300
5e-05,1600,1600,3300,5300,1400
6e-05,1000,1300,4100,4800,1000
7e-05,1000,1100,6000,4300,1500
8e-05,1100,1200,3900,4101,1000
9e-05,1900,2000,4000,5101,1000
0.0001,1300,1500,5200,4300,1100
0.0002,1400,3500,5301,3900,1800
0.0003,1500,2500,7100,4501,1100
0.0004,1400,1800,5000,4600,1100
0.0005,1600,1700,6000,4301,1000
0.0006,1500,1500,5300,4900,1200
0.0007,1300,2800,6000,4800,1400
0.0008,1300,1700,3800,5501,1000
0.0009,1900,2600,3900,4701,1100
0.001,2000,1700,5400,5200,1300
0.002,2400,1900,4700,4701,1200
0.003,2900,1900,6100,4501,1000
0.004,2100,1800,2801,5300,1100
0.005,2400,1800,4901,5800,1800
0.006,1800,1500,5000,4600,1000
0.007,3000,1800,5200,4300,1100
0.008,2100,2000,4500,4400,1400
0.009,2300,1500,6500,5500,1100
0.01,1500,2300,6600,4700,1800
0.02,2600,1900,5900,5300,1100
0.03,3000,1500,6300,6300,1000
0.04,2500,1800,4100,5200,1200
0.05,3100,1501,5600,5100,1200
0.06,4100,1700,4600,5000,1100
0.07,4700,1800,4400,4800,1400
0.08,2901,2100,5300,5000,1200
0.09,3200,1400,2500,4000,1300
0.1,3300,1900,4400,3901,1700
0.2,3400,2000,7300,4001,1100
0.3,3200,2300,2900,4500,1300
0.4,3600,2300,5000,4500,1600
0.5,3400,2700,6100,4800,1200
0.6,4000,1900,7900,4501,1000
0.7,4500,1401,8900,3900,1900
0.8,3100,1600,6800,4100,1300
0.9,2900,2800,6100,4400,1400
1,2900,3200,5400,4200,1800
