 ,DA,SA,LL,TV,VEC
1e-05,1900,1400,4300,3700,1800
2e-05,1100,1500,4000,3800,1000
3e-05,1400,1200,3400,4300,1000
4e-05,1500,2200,5300,3700,1300
5e-05,2700,1200,2500,3800,1000
6e-05,1200,1000,4700,3700,1000
7e-05,1200,1300,5600,3700,1700
8e-05,1300,1200,7000,3800,1600
9e-05,1500,1100,5400,4200,1500
0.0001,1700,1300,2600,3800,2400
0.0002,1400,1400,3400,4200,2000
0.0003,1600,1900,2900,4000,1200
0.0004,1800,3200,5000,4200,1100
0.0005,1400,1500,3300,4300,1100
0.0006,1700,1500,5300,4000,1600
0.0007,1800,1700,2600,4100,900
0.0008,2100,1800,2900,3900,1100
0.0009,3900,1600,3800,4000,1100
0.001,1900,1600,3600,4000,1100
0.002,1700,1600,3100,5500,1000
0.003,2100,2100,5700,4000,1100
0.004,2600,1200,4000,4800,1200
0.005,2200,1400,4800,3800,1100
0.006,2700,1500,5900,4600,900
0.007,3200,2400,3300,5300,1000
0.008,2300,1400,4900,4100,1200
0.009,2400,2400,6200,4500,1500
0.01,2300,1400,5700,4000,1500
0.02,2600,3100,7100,4000,1300
0.03,2400,2300,6400,4100,1100
0.04,4800,1800,2800,4600,1300
0.05,3000,1800,4500,4900,1700
0.06,3900,1300,5900,4900,1500
0.07,3200,2100,4600,4400,1400
0.08,3101,1500,3500,4300,1900
0.09,4400,1400,2700,3900,1300
0.1,4500,1700,7400,3900,1200
0.2,3800,2000,3100,4000,1200
0.3,4100,1100,7200,3900,1000
0.4,3300,1300,4600,3600,1000
0.5,4200,1600,4600,3900,1600
0.6,3600,1200,5900,4000,1300
0.7,3000,2200,5600,4100,1000
0.8,4400,2000,4000,4600,1400
0.9,4501,3300,10000,4400,900
1,3800,1900,3900,4000,1300
