 ,DA,SA,LL,TV,VEC
1e-05,8000,5568290,6435803,14000,2574142
2e-05,8801,2422038,6389602,27401,334305
3e-05,1800,1500,6562106,3800,1000
4e-05,2700,1650727,6211299,30401,197403
5e-05,3900,2781545,6469204,24000,341106
6e-05,2700,2769244,6331302,16800,351406
7e-05,2400,2910247,6310601,21001,374506
8e-05,3800,1640827,6241300,34001,181202
9e-05,2501,1920530,6302001,15700,246004
0.0001,3000,569610,6795809,29900,82301
0.0002,3900,1421123,6278701,31500,142102
0.0003,2900,443007,6103898,25801,58401
0.0004,4700,2605742,6358702,24600,319605
0.0005,5500,135202,9651255,13601,20500
0.0006,3500,681011,6656606,27101,99602
0.0007,4100,2616142,7929028,27000,288805
0.0008,4400,599410,6892210,19301,84301
0.0009,4001,2300036,6647206,26101,236203
0.001,5900,2183935,6781309,36101,219203
0.002,4600,2330732,6615691,26000,334805
0.003,4800,2669537,6380687,12900,396106
0.004,5700,373105,7020799,23700,54201
0.005,4500,2796039,6595994,23200,299204
0.006,4300,2214731,6619194,23400,219103
0.007,4300,173802,6833397,22900,23900
0.008,4401,448806,6804496,20100,60501
0.009,3200,1732124,6395191,33400,179303
0.01,6000,1898731,6574006,25100,168303
0.02,4700,467907,6930998,17200,67501
0.03,6000,1690529,6735016,39501,155503
0.04,1900,2966041,6194886,23200,331105
0.05,4000,2070428,6172483,19400,210703
0.06,2500,424307,6598496,21100,58201
0.07,3700,175401,6002736,17900,22900
0.08,5101,1628624,6391194,25600,146702
0.09,3800,2789639,6139188,10600,381305
0.1,3100,14100,6433592,12100,2400
0.2,4600,518007,6394992,18400,64301
0.3,3000,2971242,6755097,12500,367005
0.4,3600,2423535,6511693,47500,298005
0.5,3500,787611,7035901,26600,69101
0.6,3000,1398320,6575394,18000,137102
0.7,2500,947413,7686409,23700,127202
0.8,3100,146201,8361466,19200,19400
0.9,2300,226304,8165815,16900,32400
1,2600,1783225,8806326,36000,185203
