 ,DA,SA,LL,TV,VEC
1e-05,400,300,5600,1000,0
2e-05,1300,300,3400,900,100
3e-05,400,300,3000,900,200
4e-05,600,100,4400,900,100
5e-05,300,100,1000,1000,200
6e-05,500,100,5200,900,200
7e-05,400,100,3200,1000,100
8e-05,300,100,5300,900,300
9e-05,600,200,2600,2001,0
0.0001,800,100,2500,1400,600
0.0002,900,200,3600,800,200
0.0003,700,200,3800,900,200
0.0004,800,200,1600,700,300
0.0005,1500,200,1100,1200,100
0.0006,1000,100,600,1400,400
0.0007,2301,200,3000,800,0
0.0008,900,200,3900,800,100
0.0009,1600,200,3000,1000,100
0.001,1400,200,4900,900,300
0.002,1600,100,4200,1300,200
0.003,1900,700,3400,900,100
0.004,1400,200,3800,1200,200
0.005,1400,100,3900,1600,300
0.006,1500,200,4100,1000,200
0.007,2700,100,2400,1300,100
0.008,4300,200,5600,1400,100
0.009,1600,100,3200,1100,300
0.01,1600,100,5800,1200,100
0.02,1900,100,2100,1300,100
0.03,2000,200,4300,1200,100
0.04,1500,200,1600,900,300
0.05,1900,100,2300,700,200
0.06,1700,200,4200,700,300
0.07,2200,200,5500,600,200
0.08,2700,700,6100,700,200
0.09,1900,400,2000,1700,200
0.1,2200,100,1700,1200,300
0.2,2901,200,2000,800,100
0.3,2100,200,2500,900,0
0.4,1900,200,2600,1600,100
0.5,1500,100,1800,700,100
0.6,2600,200,1601,1100,300
0.7,2000,100,5300,800,100
0.8,2200,400,7500,1000,100
0.9,2000,200,1700,800,200
1,2300,100,4300,1600,100
