 ,DA,SA,LL,TV,VEC
1e-05,4000,5675681,9850942,23849443,6073487
2e-05,4700,4542666,10119445,24701355,6149089
3e-05,6500,4529165,10394950,25600768,6344491
4e-05,5600,4597567,10557951,24869758,6121988
5e-05,6100,4432164,10952557,23778942,6604195
6e-05,6500,4440264,9954343,23917744,6167889
7e-05,6400,4204061,11024458,24012245,6134189
8e-05,6600,4525165,11095359,24125447,6269990
9e-05,8700,4518765,12451079,39112462,10686154
0.0001,7300,4382363,9999944,24366450,6147689
0.0002,10700,4606366,9844142,23821142,6112188
0.0003,8900,4495465,9903242,22935330,6126488
0.0004,9500,4580866,9798341,22936829,6197390
0.0005,10600,4580766,9937743,22982230,6071988
0.0006,11500,4640267,9908543,22908829,6141088
0.0007,12100,4706268,9926043,31505553,7832212
0.0008,15900,4265861,10043744,23956545,6131188
0.0009,12500,4350463,9775541,23589839,6103587
0.001,14800,4658367,9876942,23013331,6225989
0.002,20100,4625666,9883343,22878228,6043587
0.003,22301,4628065,9441032,22916922,6044884
0.004,29001,4667365,10279644,23063824,6071786
0.005,30700,4549564,10022041,22896822,6119586
0.006,33100,4859868,9505434,23000823,6081486
0.007,33900,4629665,9228630,22980623,6043985
0.008,33601,4440262,9325631,23157825,6087686
0.009,40600,4493765,9480936,22958729,6087588
0.01,51601,4666167,9410935,22987529,6356191
0.02,58101,4470063,9277032,23021328,6108787
0.03,72701,4561965,9296632,23051029,6076987
0.04,82701,4548965,8667323,22952727,6049586
0.05,106101,4790269,9421835,22940327,6075087
0.06,114701,4297761,10335448,22981827,6025886
0.07,122702,4659566,9279231,22906923,6067586
0.08,133902,4541666,9716841,23019634,6098488
0.09,129402,4558764,9188730,23124626,6039785
0.1,117202,4589865,9758537,22960724,6080086
0.2,133402,4696267,9814440,23009728,6064387
0.3,172302,4534465,10343248,22923727,6045186
0.4,160203,4799868,10735753,23724138,6075786
0.5,140202,4481664,11381463,22874426,6044686
0.6,156202,4614566,11037657,22865725,6079987
0.7,159602,4638644,11379908,22902017,6037058
0.8,152702,4525670,13662713,22893056,6044894
0.9,154202,4673866,11599865,22864325,6023486
1,168202,4647466,14202301,22875525,6034085
