 ,DA,SA,LL,TV,VEC
1e-05,5100,4581065,9950542,25273860,6133788
2e-05,5200,4498364,10781254,24868654,6102887
3e-05,6100,4383263,10045143,24034442,6163688
4e-05,6600,4349762,9979643,24735552,6102487
5e-05,6300,4537064,9917042,25112958,6925799
6e-05,6300,4454163,9901342,23949841,6139887
7e-05,6300,5454178,9757039,24094644,6149987
8e-05,8400,4850870,10014943,23977241,6088487
9e-05,7500,4406863,9880641,24284646,7108801
0.0001,7900,8701324,15504821,36107115,8461220
0.0002,9000,4594666,9797439,22999128,6119688
0.0003,7900,4648667,9696538,24018542,6071187
0.0004,9800,4668066,10573051,23021128,6052086
0.0005,13000,4364162,9683138,23294333,6062086
0.0006,10700,4444364,9873841,22999928,6091986
0.0007,13500,4588765,10049343,23234131,6097687
0.0008,14701,4607965,9839940,23041028,6062887
0.0009,14101,4692867,9523435,23099430,6070286
0.001,12900,4463464,9817640,23041929,6196888
0.002,31001,7349905,14763110,22911227,6106287
0.003,24600,5283276,10044343,23024228,6073887
0.004,22900,4633766,10041544,27627493,6147988
0.005,26500,4293461,9863741,22853125,6058587
0.006,28601,4569765,10034843,22886526,6178388
0.007,33400,4744868,9384234,23011228,6067887
0.008,33000,4699967,10043944,22913126,6084587
0.009,35700,10803054,9623537,22873726,6044386
0.01,35800,4621566,9819140,22899927,6073986
0.02,45101,4616765,9869241,22898726,6037986
0.03,58101,4578865,9684737,22919327,6035586
0.04,82101,5530179,9288232,23275932,6157088
0.05,102301,4677167,9369334,23915041,6478092
0.06,122802,4720367,9242232,22915927,6068486
0.07,131102,4550065,9430935,22930828,6086187
0.08,136402,4439263,9216332,22830025,6041986
0.09,121102,4834768,9446731,22928419,6108085
0.1,107301,4605560,9561723,23173699,6098778
0.2,151702,4565164,9783339,22980726,6072486
0.3,143302,4751567,9590037,23139230,6118787
0.4,164503,4323061,10604951,23016328,6108387
0.5,162802,4483964,10210346,23006528,6090487
0.6,132202,4572565,11221760,23122229,6067887
0.7,148202,4704967,11502863,22877623,6045486
0.8,150502,4467364,11601165,22948927,6092187
0.9,144902,4436763,12118574,22913828,6095987
1,180702,4669668,12388978,23237234,6187489
