 ,DA,SA,LL,TV,VEC
1e-05,800,200,4100,2000,400
2e-05,900,600,1900,1200,200
3e-05,400,300,3900,1101,100
4e-05,300,100,1700,1000,100
5e-05,500,300,5100,1000,100
6e-05,400,200,2300,800,100
7e-05,400,200,1600,1000,100
8e-05,800,100,2600,800,100
9e-05,400,100,2200,800,100
0.0001,400,400,2700,1200,300
0.0002,800,200,2000,1300,400
0.0003,1200,100,5800,800,100
0.0004,500,300,5100,1000,200
0.0005,800,400,4200,1100,400
0.0006,1000,200,1300,1900,900
0.0007,1500,100,3200,1200,100
0.0008,2400,100,3700,1300,200
0.0009,1500,200,4400,1000,400
0.001,2500,300,1800,1900,100
0.002,1100,200,1800,1901,1500
0.003,2600,300,3000,1100,300
0.004,1600,100,1000,900,200
0.005,1800,300,3600,1900,400
0.006,1500,100,4000,1200,300
0.007,2200,200,1300,600,100
0.008,3800,200,2700,900,100
0.009,1400,200,2400,2700,300
0.01,1900,200,4800,1000,200
0.02,1900,200,6201,901,200
0.03,1700,200,2500,800,300
0.04,1600,200,3000,800,100
0.05,2500,900,2400,800,500
0.06,1900,400,3400,800,301
0.07,2001,500,1100,700,200
0.08,1700,300,4200,800,100
0.09,2000,200,5800,1100,200
0.1,1599,100,1600,900,200
0.2,2400,200,3100,1400,200
0.3,2001,100,2500,600,200
0.4,1600,100,1900,1700,300
0.5,1800,100,6200,600,300
0.6,1700,100,900,700,100
0.7,2000,200,4900,700,200
0.8,3400,200,2300,800,300
0.9,2000,200,3500,700,200
1,1800,200,2000,1300,400
