 ,DA,SA,LL,TV,VEC
1e-05,5300,6932499,9356134,23826641,6122087
2e-05,7600,5249975,9297533,23078030,7041901
3e-05,7700,5375677,9314333,22995429,7626809
4e-05,4500,4283262,10551451,22895627,6177988
5e-05,5500,5540279,9321234,28670210,6457092
6e-05,5200,4453364,9343934,23085630,6151888
7e-05,5700,4440463,9380334,23914042,6102888
8e-05,5100,5281675,9382335,22976328,7393706
9e-05,6000,4464264,10316348,22916127,6145988
0.0001,8600,7019301,16927742,32808269,7322105
0.0002,10600,4375063,9409035,23058330,6113987
0.0003,10900,4518565,8765325,22940628,6231589
0.0004,26301,4527264,8777325,23005629,6109988
0.0005,9700,4278362,9674838,23091430,6053487
0.0006,9400,4491965,8636123,22943828,6015087
0.0007,13500,5415578,8978028,23189332,6023986
0.0008,10700,4498365,8686024,23055330,6052686
0.0009,11100,4315361,8279719,23031629,6045587
0.001,14200,4611666,10038644,23006029,6039686
0.002,19200,4485564,9332234,22822426,6037987
0.003,21900,4678567,8848327,22921227,6044587
0.004,23000,4780968,9003027,23015425,6047686
0.005,27300,4542465,8935026,23529733,6041485
0.006,27600,4582865,8920426,22920624,6081786
0.007,29400,4709367,8788924,23068426,6057886
0.008,38100,4510464,9231831,22910624,6068985
0.009,35401,4119458,8857925,23233828,6039185
0.01,37400,4662066,9258231,23306229,6128787
0.02,47801,4581965,9217431,22965427,6047087
0.03,68601,4601366,9199032,22907828,6054087
0.04,78701,4235861,9341833,22988627,6080187
0.05,97601,4522765,8816227,22901528,6026486
0.06,110601,4552665,9230732,23364733,6058987
0.07,129202,4674967,9165431,23098329,6062187
0.08,125702,4532565,9349533,23204732,6081187
0.09,93102,4580865,9406534,22936827,6033686
0.1,105401,4644367,9611737,22937728,6070886
0.2,133501,4699867,9474236,23197730,6119288
0.3,143902,4625766,9303633,22889026,6034086
0.4,141702,4634666,10429649,23777939,6066286
0.5,134502,4498264,9553736,22897227,6068486
0.6,138202,4542065,12184573,23044929,6083986
0.7,150205,4256529,11537352,22905298,6152788
0.8,157402,4472065,13074989,22975032,6090888
0.9,159803,4629566,13780096,23942242,6204789
1,150302,4639266,11458364,23074930,6063586
