 ,DA,SA,LL,TV,VEC
1e-05,2500,5344977,6518993,16300,2789940
2e-05,2200,1600823,6697796,41801,215203
3e-05,2500,400806,6693596,14000,58601
4e-05,4500,1703525,6407291,27901,205303
5e-05,2600,15400,6425892,13400,2400
6e-05,4300,3136445,6640295,6300,435406
7e-05,3000,2547237,6616095,29700,332805
8e-05,3500,2227232,6533493,32701,270903
9e-05,3300,2938042,6573994,12400,418806
0.0001,4700,435106,6800598,11700,60201
0.0002,2800,3124145,6469092,10600,377006
0.0003,2700,195902,6697996,15000,25401
0.0004,2600,319405,6751696,10000,45101
0.0005,5700,856312,7955414,20800,105102
0.0006,4400,580509,7076901,19500,104302
0.0007,4700,809611,7090802,20800,104702
0.0008,4800,455006,6506793,12800,51001
0.0009,3200,1788426,6586194,38601,179102
0.001,3900,1749225,6540893,40401,166202
0.002,3100,490407,6836597,13401,63601
0.003,5100,2089130,6664995,25000,310105
0.004,3900,152002,7005599,9601,21600
0.005,4800,383406,7156302,14700,50500
0.006,3800,2567036,6674895,17701,309504
0.007,4800,2420335,6643794,30801,287904
0.008,3600,440007,6964699,20500,63401
0.009,3800,797612,7020199,29401,112301
0.01,3700,665509,7214903,19000,90601
0.02,5400,315904,7195302,24001,43600
0.03,3300,1618523,6273690,39600,133302
0.04,5000,1673524,6511593,42101,164502
0.05,4800,1946128,6362990,30401,193803
0.06,2300,1548222,6362991,23300,162503
0.07,2100,852912,6485793,31900,115302
0.08,3500,1139117,6162287,28000,145702
0.09,4200,430206,6374891,13700,56201
0.1,5100,899613,6721296,23600,118602
0.2,3300,908113,6898098,27300,126802
0.3,2800,2692538,6817497,22401,327404
0.4,3800,1272918,8407520,33800,167702
0.5,2600,2665535,7201496,21500,433406
0.6,3800,669410,7275004,17500,87501
0.7,4801,741310,8267017,28600,99402
0.8,2000,144902,7929012,19601,21100
0.9,4500,2648037,8814425,27701,351205
1,2400,326105,8643323,10600,45401
