 ,DA,SA,LL,TV,VEC
1e-05,1100,3900,12001,5400,1000
2e-05,700,800,4300,4500,400
3e-05,2200,2300,13800,5400,1500
4e-05,1000,3400,15500,4300,800
5e-05,1100,3200,18800,5100,400
6e-05,1000,18600,6500,4300,400
7e-05,1600,3000,10000,5800,800
8e-05,400,1000,12900,4400,400
9e-05,400,400,7000,3700,500
0.0001,500,400,8700,4100,400
0.0002,1000,4600,11100,5000,300
0.0003,1200,3400,9601,6100,700
0.0004,1200,2901,11300,5100,800
0.0005,2100,2200,18200,5600,800
0.0006,1400,2600,16900,5600,900
0.0007,1700,2800,9100,4800,500
0.0008,800,400,5900,3900,1200
0.0009,1900,2200,15800,4600,500
0.001,1600,2900,15701,4900,1100
0.002,1600,600,17401,4000,500
0.003,3300,2300,4700,5500,1100
0.004,2300,3300,6500,5800,800
0.005,3600,2100,8200,4900,1000
0.006,4100,2900,3200,5300,500
0.007,3600,2000,2900,5800,900
0.008,3800,2600,15200,4900,800
0.009,2400,3900,17400,6200,500
0.01,2100,2700,4200,4700,800
0.02,3500,2400,2800,5100,600
0.03,3500,2100,13000,6201,400
0.04,2000,2600,7500,4200,2000
0.05,2400,2600,19500,4500,400
0.06,3600,2900,3700,5600,700
0.07,1300,600,18300,3900,400
0.08,1601,600,9500,4000,300
0.09,2700,3200,7900,3900,400
0.1,3600,2300,16601,5100,600
0.2,2500,4200,8601,5300,500
0.3,3100,2200,11300,4300,600
0.4,2300,1000,12400,4200,500
0.5,3400,1800,8100,4100,400
0.6,3200,600,17200,3900,600
0.7,3200,2200,11400,5500,700
0.8,4300,2400,18001,4500,500
0.9,2901,2600,7800,3700,600
1,2100,600,10000,4100,1100
